Run #,BSH enzyme,Inhibitor,Replicate,Sample ID,TUDCA,TCDCA,TDCA,TCA,TLCA,GUDCA,GCDCA,GDCA,GCA,GLCA,CA d4,CDCA d4,DCA d4
Run 6,JL885,XVI,3,JL885-XVI-3,0.229035,0.059695,0.095213,0.039998,0.029152,0.226922,0.277418,6.332343,4.325655,0.060221,0.062075,0.081004,0.086092
Run 6,JL885,XVII,1,JL885-XVII-1,0.217254,0.128993,0.0687,0.018652,0.066471,3.906919,1.31407,5.097064,2.87632,0.129422,0.047799,0.083125,0.084739
Run 6,JL885,XVII,2,JL885-XVII-2,0.299678,0.117558,0.082051,0.046608,0.081305,3.217823,1.598304,6.525812,3.937117,0.139603,0.050893,0.081455,0.074821
Run 6,JL885,XVII,3,JL885-XVII-3,0.277004,0.098131,0.089256,0.029626,0.035218,1.293617,1.840896,5.725069,3.431236,0.198064,0.051561,0.09278,0.085687
Run 6,JL885,XVIII,1,JL885-XVIII-1,0.234867,0.072023,0.073001,0.032046,0.097702,2.800862,2.590525,5.091099,2.869983,0.28876,0.042359,0.090583,0.08096
Run 6,JL885,XVIII,2,JL885-XVIII-2,0.244734,0.085464,0.063118,0.041805,0.042801,1.791355,2.699829,4.981788,2.892289,0.298287,0.043669,0.090767,0.082922
Run 6,JL885,XVIII,3,JL885-XVIII-3,0.212672,0.069326,0.055283,0.040381,0.03451,1.00362,2.319117,4.212926,2.289652,0.280073,0.05067,0.091309,0.087412
Run 6,JL885,XIX,1,JL885-XIX-1,0.397624,0.151758,0.161884,0.067961,0.124743,0.280243,0.875259,9.527436,6.192461,0.102557,0.058705,0.065064,0.077467
Run 6,JL885,XIX,2,JL885-XIX-2,0.322144,0.122848,0.148326,0.070584,0.076765,0.513252,0.783454,9.590788,6.630575,0.090084,0.052558,0.069656,0.078569
Run 6,JL885,XIX,3,JL885-XIX-3,0.324612,0.139499,0.148855,0.060104,0.06978,0.366591,0.954773,8.176692,5.2567,0.087058,0.053388,0.060006,0.075795
Run 6,JL885,XX,1,JL885-XX-1,0.218023,0.089471,0.116134,0.040053,0.086209,0.372827,0.902818,7.339134,5.444028,0.094199,0.056471,0.064009,0.083509
Run 6,JL885,XX,2,JL885-XX-2,0.219888,0.105937,0.141658,0.039536,0.062893,1.402794,1.208118,9.722277,6.511587,0.107113,0.060224,0.071915,0.076906
Run 6,JL885,XX,3,JL885-XX-3,0.347497,0.107663,0.121744,0.057481,0.044252,0.495351,1.065161,8.875503,6.355227,0.082321,0.061118,0.059329,0.085582
