Run #,BSH enzyme,Inhibitor,Replicate,Sample ID,TUDCA,TCDCA,TDCA,TCA,TLCA,GUDCA,GCDCA,GDCA,GCA,GLCA,CA d4,CDCA d4,DCA d4
Run 4,F,XII,2,F-XII-2,0.077679,0.042289,0.058982,0.017991,0.008725,0.006245,0.006179,0.008807,0.005221,0.006056,0.04063,0.058492,0.080274
Run 4,F,XII,3,F-XII-3,0.079663,0.050663,0.08337,0.017874,0.006739,0.127964,0.008187,0.009881,0.005444,0.005296,0.034709,0.048067,0.065076
Run 4,F,XIII,1,F-XIII-1,0.108923,0.048689,0.087672,0.017978,0.01109,0.068297,0.00953,0.009598,0.008304,0.005306,0.027395,0.033373,0.042126
Run 4,F,XIII,2,F-XIII-2,0.103463,0.039676,0.094516,0.023166,0.010922,0.022082,0.007703,0.007661,0.008254,0.005495,0.027196,0.033591,0.039788
Run 4,F,XIII,3,F-XIII-3,0.131871,0.065132,0.102208,0.021588,0.015013,0.125661,0.012387,0.008529,0.011359,0.005269,0.027416,0.032093,0.037986
Run 4,1011c,NI,1,1011c-NI-1,0.215933,0.129649,0.136721,0.053902,0.017148,0.178885,0.013812,0.024198,0.010801,0.00685,0.023392,0.020276,0.030425
Run 4,1011c,NI,2,1011c-NI-2,0.221209,0.171794,0.132821,0.06228,0.014285,0.020706,0.027022,0.019132,0.01677,0.00675,0.0226,0.022803,0.030074
Run 4,1011c,NI,3,1011c-NI-3,0.21551,0.147098,0.134265,0.080939,0.015134,0.015749,0.019376,0.017263,0.021465,0.007161,0.021103,0.021105,0.028383
Run 4,1011c,XI,1,1011c-XI-1,0.392441,0.17512,0.175619,0.0901,0.02582,0.288802,0.043115,0.046409,0.045537,0.00982,0.031291,0.036872,0.049679
Run 4,1011c,XI,2,1011c-XI-2,0.107952,0.094063,0.10995,0.029293,0.012114,0.727658,0.012001,0.008187,0.005578,0.005443,0.030842,0.036337,0.049074
Run 4,1011c,XI,3,1011c-XI-3,0.176981,0.135667,0.135888,0.049427,0.013384,0.495371,0.016396,0.018941,0.017659,0.006623,0.033012,0.033269,0.045257
Run 4,1011c,XII,1,1011c-XII-1,0.144531,0.131606,0.129575,0.045672,0.009346,0.011753,0.01196,0.010755,0.008353,0.005674,0.022991,0.022607,0.032411
Run 4,1011c,XII,2,1011c-XII-2,0.145672,0.128343,0.115062,0.030489,0.014825,0.011287,0.011871,0.015604,0.008672,0.007547,0.023931,0.022363,0.029379
Run 4,1011c,XII,3,1011c-XII-3,0.125605,0.121716,0.14207,0.040373,0.013601,0.013632,0.014033,0.009755,0.009016,0.008977,0.022678,0.022441,0.032018
Run 4,1011c,XIII,1,1011c-XIII-1,0.119722,0.089423,0.123161,0.043101,0.013739,0.993587,0.019006,0.013533,0.006468,0.010234,0.024871,0.024178,0.03167
Run 4,1011c,XIII,2,1011c-XIII-2,0.121459,0.1127,0.134123,0.022742,0.015378,3.531544,0.01341,0.014322,0.005728,0.002652,0.024611,0.024416,0.032191
Run 4,1011c,XIII,3,1011c-XIII-3,0.16382,0.123331,0.127833,0.033315,0.015252,0.686298,0.010202,0.011734,0.006659,0.005532,0.021379,0.024903,0.031479
Run 4,T2,NI,1,T2-NI-1,0.272374,0.02797,0.018227,0.019777,0.010231,0.536321,0.015649,0.012965,0.01005,0.005993,0.024179,0.022267,0.027143
Run 4,T2,NI,2,T2-NI-2,0.300016,0.06479,0.037865,0.036274,0.01373,0.017766,0.027231,0.016518,0.021483,0.003655,0.0238,0.020276,0.029645
Run 4,T2,NI,3,T2-NI-3,0.322852,0.036931,0.032498,0.029114,0.008237,0.015285,0.017916,0.017014,0.012814,0.010794,0.024898,0.019808,0.026417
Run 4,T2,XI,1,T2-XI-1,0.288909,0.050933,0.025669,0.020334,0.010736,0.239449,0.015155,0.010785,0.008561,0.006028,0.026224,0.0276,0.034008
Run 4,T2,XI,2,T2-XI-2,0.271473,0.048753,0.028249,0.016396,0.010858,0.054783,0.01367,0.010894,0.006137,0.004222,0.024238,0.02347,0.030946
Run 4,T2,XI,3,T2-XI-3,0.237369,0.028126,0.018462,0.017993,0.008586,0.338682,0.011606,0.012326,0.008313,0.005017,0.023202,0.023795,0.030295
Run 4,T2,XII,1,T2-XII-1,0.258018,0.048269,0.030195,0.019768,0.012065,0.06077,0.011798,0.015126,0.005938,0.00957,0.022739,0.021828,0.028952
Run 4,T2,XII,2,T2-XII-2,0.179246,0.067052,0.039279,0.015967,0.01027,0.01126,0.017094,0.012572,0.009878,0.005641,0.02501,0.019922,0.031871
Run 4,T2,XII,3,T2-XII-3,0.183491,0.066143,0.059587,0.019867,0.017157,0.037987,0.019735,0.014844,0.007893,0.006884,0.024043,0.023835,0.033078
Run 4,T2,XIII,1,T2-XIII-1,0.093837,0.024003,0.015175,0.006548,0.006896,0.97779,0.007836,0.006334,0.003689,0.005373,0.046856,0.075426,0.098037
Run 4,T2,XIII,2,T2-XIII-2,0.141476,0.027025,0.021406,0.01385,0.0108,13.253224,0.010307,0.009393,0.005379,0.009229,0.034242,0.045574,0.051652
Run 4,T2,XIII,3,T2-XIII-3,0.219247,0.059722,0.03887,0.025833,0.013195,0.707648,0.021583,0.020913,0.015053,0.005307,0.031017,0.042081,0.051261
Run 5,Ct,NI,1,Ct-NI-1,78.34124,15.221774,10.92147,9.365182,3.398993,8.034387,9.70893,7.353854,3.980777,1.694132,0.059408,0.09158,0.091967
Run 5,Ct,NI,2,Ct-NI-2,89.208581,16.198885,11.695714,9.549783,3.996572,2.643859,11.272855,7.929027,4.233425,2.127982,0.057341,0.08669,0.08949
Run 5,Ct,NI,3,Ct-NI-3,88.981748,16.284099,11.543283,9.306921,4.007192,5.27295,10.992299,7.834663,4.115566,1.969665,0.057317,0.093142,0.09132
Run 5,A,NI,1,A-NI-1,0.719068,0.247817,0.240561,0.19688,0.051993,0.032224,0.134318,0.128757,0.787103,0.025402,0.059761,0.054774,0.05245
Run 5,A,NI,2,A-NI-2,0.932182,0.423864,0.302223,0.225738,0.04886,0.574756,0.166866,0.159732,1.231209,0.045815,0.064439,0.040845,0.045084
Run 5,A,NI,3,A-NI-3,0.61635,0.308744,0.272317,0.130871,0.045315,0.023044,0.108434,0.133701,1.469405,0.022528,0.062108,0.026974,0.037305
Run 5,A,XIV,1,A-XIV-1,0.471416,0.268253,0.312696,0.121726,0.081094,2.58504,0.136775,0.168375,1.621678,0.013092,0.053195,0.032083,0.035052
Run 5,A,XIV,2,A-XIV-2,0.676284,0.297211,0.438482,0.292125,0.063761,3.90554,0.200289,0.176316,1.446253,0.022306,0.0574,0.030114,0.035275
Run 5,A,XIV,3,A-XIV-3,2.141009,0.59306,0.54764,0.542951,0.08716,2.148665,0.273038,0.250886,1.862119,0.033471,0.052982,0.029369,0.032893
Run 5,A,XVI,1,A-XVI-1,2.05271,0.710194,0.620161,0.498821,0.101073,0.780115,0.247696,0.203626,1.978512,0.042265,0.058696,0.030266,0.039216
Run 5,A,XVI,2,A-XVI-2,1.073394,0.367516,0.380344,0.225127,0.069232,0.084884,0.188126,0.167295,1.497297,0.031392,0.060543,0.033434,0.035023
Run 5,A,XVI,3,A-XVI-3,0.866123,0.46492,0.415378,0.306096,0.040695,1.777639,0.153528,0.142601,2.023915,0.038622,0.060592,0.027348,0.029691
Run 5,A,XVII,1,A-XVII-1,0.450327,0.290121,0.271326,0.085843,0.076898,0.337621,0.101017,0.09513,1.895672,0.0242,0.057486,0.030971,0.037183
Run 5,A,XVII,2,A-XVII-2,0.350066,0.222522,0.263679,0.077816,0.075401,3.73462,0.098803,0.108595,2.975992,0.036847,0.051079,0.032468,0.034433
Run 5,A,XVII,3,A-XVII-3,0.378376,0.272234,0.292112,0.097899,0.081904,0.175559,0.125203,0.151079,2.097583,0.03429,0.061825,0.035133,0.033655
Run 5,A,XVIII,1,A-XVIII-1,0.217445,0.202305,0.297317,0.114142,0.038469,5.893176,0.056122,0.096238,9.061952,0.020971,0.053784,0.021732,0.024807
Run 5,A,XVIII,2,A-XVIII-2,0.479564,0.262187,0.252431,0.148545,0.058561,6.727426,0.095285,0.11912,9.208409,0.031608,0.053731,0.025137,0.024778
Run 5,A,XVIII,3,A-XVIII-3,0.368301,0.210193,0.195099,0.11451,0.05001,5.733526,0.053249,0.105053,8.569002,0.01586,0.060391,0.026728,0.027295
Run 5,B,NI,1,B-NI-1,0.18525,0.086789,0.081621,0.039703,0.042555,0.015852,0.073081,0.556707,1.291001,0.021839,0.065637,0.061834,0.070039
Run 5,B,NI,2,B-NI-2,0.157422,0.09391,0.085131,0.046954,0.032026,0.177278,0.081581,0.575376,1.56203,0.015123,0.068168,0.050001,0.059915
Run 5,B,NI,3,B-NI-3,0.160218,0.080082,0.093135,0.062118,0.02235,3.03258,0.08264,0.594179,1.599229,0.019185,0.063277,0.052735,0.061746
Run 5,B,XIV,1,B-XIV-1,0.321177,0.094912,0.076995,0.047133,0.040672,0.773224,0.118012,0.41983,0.935048,0.039269,0.06303,0.062444,0.063486
Run 5,B,XIV,2,B-XIV-2,0.678497,0.151104,0.117834,0.091668,0.04217,5.104978,0.133376,0.569309,1.143591,0.039992,0.055735,0.057067,0.053518
Run 5,B,XIV,3,B-XIV-3,0.183737,0.047135,0.070054,0.047483,0.029576,0.021186,0.093447,0.521189,0.96765,0.045146,0.061906,0.067645,0.069917
Run 5,B,XVI,1,B-XVI-1,0.325368,0.113515,0.100509,0.049317,0.037675,0.02911,0.116224,0.645529,1.38259,0.032503,0.067543,0.051776,0.058937
Run 5,B,XVI,2,B-XVI-2,0.22662,0.07438,0.09308,0.051446,0.028258,0.023107,0.086044,0.657624,1.536005,0.023294,0.058061,0.051692,0.059064
Run 5,B,XVI,3,B-XVI-3,0.495605,0.140807,0.116711,0.108495,0.042193,0.016005,0.127545,0.757137,1.292049,0.022949,0.068185,0.057814,0.066738
Run 5,B,XVII,1,B-XVII-1,0.302377,0.112902,0.071075,0.039335,0.06297,18.525344,0.08096,0.565968,1.058019,0.026218,0.046234,0.044526,0.043931
Run 5,B,XVII,2,B-XVII-2,0.556392,0.150511,0.097124,0.053211,0.046877,0.005361,0.124454,0.533313,0.934856,0.021185,0.047009,0.071382,0.051957
Run 5,B,XVII,3,B-XVII-3,0.240439,0.0738,0.052617,0.043916,0.042372,0.137538,0.05361,0.429402,0.764248,0.036191,0.060945,0.082751,0.066673
Run 5,B,XVIII,1,B-XVIII-1,0.286143,0.100569,0.077936,0.03469,0.049653,0.014428,0.07668,0.594723,1.115568,0.039738,0.060401,0.062046,0.067878
Run 5,B,XVIII,2,B-XVIII-2,0.345475,0.100375,0.120828,0.061213,0.063609,0.128278,0.101757,0.628144,0.968129,0.042261,0.056766,0.062031,0.066289
Run 5,B,XVIII,3,B-XVIII-3,0.307222,0.144986,0.099627,0.055504,0.051614,0.391591,0.097442,0.641247,1.120247,0.041336,0.066735,0.071585,0.069032
Run 5,F,NI,1,F-NI-1,1.581063,0.34613,0.294769,0.104085,0.049198,2.851143,0.068966,0.039726,0.041867,0.065052,0.043705,0.020256,0.020225
Run 5,F,NI,2,F-NI-2,1.483177,0.412596,0.311963,0.124281,0.099242,1.248908,0.141717,0.107442,0.061995,0.021454,0.047747,0.02962,0.027993
Run 5,F,NI,3,F-NI-3,1.306007,0.386698,0.233635,0.103669,0.108182,0.055781,0.162107,0.102445,0.053548,0.020637,0.048513,0.028222,0.030801
Run 5,F,XIV,1,F-XIV-1,1.135672,0.429677,0.301377,0.100045,0.115134,3.890972,0.118341,0.090981,0.023562,0.027635,0.053763,0.02292,0.022851
Run 5,F,XIV,2,F-XIV-2,2.224399,0.667705,0.517489,0.239367,0.18034,19.326416,0.192506,0.147866,0.07725,0.085181,0.050416,0.014102,0.016855
Run 5,F,XIV,3,F-XIV-3,3.56712,0.779046,0.593726,0.352286,0.093292,7.841131,0.167162,0.118819,0.114852,0.029156,0.050823,0.021809,0.022451
Run 5,F,XVI,1,F-XVI-1,1.482892,0.359528,0.389307,0.107557,0.105543,15.500981,0.117403,0.122563,0.031027,0.055338,0.047515,0.018866,0.023156
Run 5,F,XVI,2,F-XVI-2,1.948576,0.299633,0.326759,0.129222,0.088018,9.295396,0.133582,0.112517,0.047248,0.022616,0.04961,0.021595,0.028644
Run 5,F,XVI,3,F-XVI-3,1.953543,0.348134,0.436452,0.10901,0.060784,4.434304,0.032714,0.048948,0.0227,0.018469,0.051513,0.021422,0.025059
Run 5,F,XVII,1,F-XVII-1,2.397253,0.353637,0.400654,0.11065,0.071516,4.929856,0.104153,0.129987,0.020773,0.018879,0.047734,0.016867,0.025237
Run 5,F,XVII,2,F-XVII-2,2.358695,0.46977,0.443655,0.148389,0.09818,0.248851,0.12046,0.161646,0.051519,0.017862,0.048356,0.014981,0.017675
Run 5,F,XVII,3,F-XVII-3,2.331834,0.436162,0.459972,0.117194,0.108007,0.177545,0.108465,0.154265,0.062878,0.019164,0.04911,0.018295,0.021268
Run 5,F,XVIII,1,F-XVIII-1,1.775811,0.229653,0.316695,0.085795,0.110412,0.172874,0.030689,0.045303,0.028473,0.020245,0.046546,0.019782,0.026778
Run 5,F,XVIII,2,F-XVIII-2,2.430102,0.386419,0.494415,0.182731,0.142027,3.167523,0.07121,0.057526,0.036344,0.017019,0.051102,0.015514,0.01992
Run 5,F,XVIII,3,F-XVIII-3,2.157938,0.240294,0.303879,0.154108,0.053143,1.026029,0.03843,0.03032,0.040688,0.00893,0.051977,0.019037,0.021166
Run 5,1011c,NI,1,1011c-NI-1,0.536884,0.22046,0.170633,0.060196,0.078958,6.200193,0.076794,0.06057,0.020338,0.013782,0.046406,0.040768,0.038513
Run 5,1011c,NI,2,1011c-NI-2,0.465756,0.185069,0.145798,0.060352,0.059251,10.889118,0.100499,0.052774,0.019774,0.024828,0.043583,0.045028,0.035548
Run 5,1011c,NI,3,1011c-NI-3,0.568953,0.312897,0.280759,0.074857,0.077445,2.216561,0.034955,0.025641,0.01247,0.012853,0.054972,0.042672,0.034525
Run 5,1011c,XIV,1,1011c-XIV-1,0.680163,0.309994,0.223484,0.063674,0.138608,2.096856,0.091267,0.03084,0.02371,0.021147,0.046771,0.039246,0.033509
Run 5,1011c,XIV,2,1011c-XIV-2,0.440956,0.281348,0.204015,0.060524,0.093472,0.01707,0.07117,0.029721,0.010146,0.043799,0.040073,0.040203,0.03438
Run 5,1011c,XIV,3,1011c-XIV-3,0.569941,0.230418,0.175555,0.032278,0.079083,0.71564,0.047798,0.033356,0.013935,0.019,0.048817,0.042122,0.039809
Run 5,1011c,XVI,1,1011c-XVI-1,0.704704,0.251096,0.169034,0.085661,0.098768,6.083591,0.089088,0.065464,0.017826,0.032963,0.045345,0.039275,0.036188
Run 5,1011c,XVI,2,1011c-XVI-2,0.555357,0.177218,0.167487,0.064157,0.076692,0.01483,0.066087,0.063409,0.012436,0.011752,0.047318,0.038718,0.034961
Run 5,1011c,XVI,3,1011c-XVI-3,0.881825,0.317126,0.224054,0.100005,0.062644,0.012625,0.059907,0.034066,0.020984,0.018746,0.046026,0.036833,0.036173
Run 5,1011c,XVII,1,1011c-XVII-1,0.622203,0.255314,0.301426,0.081932,0.104384,0.715275,0.088077,0.069199,0.016293,0.012469,0.05718,0.031744,0.03663
Run 5,1011c,XVII,2,1011c-XVII-2,0.435637,0.265177,0.238506,0.061537,0.083195,0.012585,0.070094,0.060294,0.017567,0.019047,0.048698,0.034856,0.040567
Run 5,1011c,XVII,3,1011c-XVII-3,0.457194,0.200267,0.223626,0.087099,0.056349,0.012314,0.009041,0.008949,0.009613,0.005721,0.059043,0.037785,0.046715
Run 5,1011c,XVIII,1,1011c-XVIII-1,0.618876,0.294492,0.23174,0.120831,0.065064,0.00249,0.040391,0.041086,0.014431,0.03252,0.047807,0.019729,0.02261
Run 5,1011c,XVIII,2,1011c-XVIII-2,0.364641,0.186763,0.187662,0.046452,0.060951,0.012047,0.028977,0.037318,0.007277,0.022594,0.062923,0.026284,0.036586
Run 5,1011c,XVIII,3,1011c-XVIII-3,0.988512,0.362978,0.365046,0.15719,0.092758,0.016108,0.051938,0.045393,0.027595,0.018556,0.035251,0.013253,0.019188
Run 5,T2,NI,1,T2-NI-1,2.684917,0.611664,0.411476,0.273854,0.05036,0.218661,0.108768,0.072443,0.085169,0.039867,0.047477,0.020438,0.023889
Run 5,T2,NI,2,T2-NI-2,2.47165,0.404579,0.31753,0.192812,0.045159,3.575586,0.125283,0.074915,0.066385,0.027265,0.052921,0.020784,0.024199
Run 5,T2,NI,3,T2-NI-3,4.130447,0.685032,0.559582,0.571064,0.081834,0.685695,0.189603,0.104052,0.181375,0.020336,0.060881,0.018653,0.030085
Run 5,T2,XIV,1,T2-XIV-1,1.421421,0.31367,0.224017,0.061393,0.146938,1.261003,0.121965,0.059207,0.019378,0.043399,0.037115,0.029041,0.023604
Run 5,T2,XIV,2,T2-XIV-2,2.054266,0.358899,0.281048,0.116957,0.193983,0.01637,0.154052,0.089949,0.02101,0.027923,0.038556,0.02641,0.024564
Run 5,T2,XIV,3,T2-XIV-3,1.777624,0.311539,0.235284,0.066056,0.177851,0.39429,0.132386,0.077476,0.023,0.052496,0.037003,0.032187,0.026132
Run 5,T2,XVI,1,T2-XVI-1,2.142543,0.344581,0.244403,0.118395,0.079476,0.880577,0.060882,0.044736,0.032601,0.043341,0.041015,0.02208,0.022605
Run 5,T2,XVI,2,T2-XVI-2,1.846462,0.28621,0.240022,0.062765,0.071325,0.015774,0.053459,0.044398,0.02573,0.025012,0.058284,0.017688,0.024317
Run 5,T2,XVI,3,T2-XVI-3,2.498105,0.366903,0.340592,0.154232,0.122047,0.0349,0.158888,0.113728,0.037467,0.050463,0.047218,0.020305,0.018154
Run 5,T2,XVII,1,T2-XVII-1,2.188879,0.35383,0.316681,0.112423,0.155207,25.256689,0.186461,0.139956,0.069955,0.045516,0.044561,0.022439,0.024384
Run 5,T2,XVII,2,T2-XVII-2,1.425742,0.25181,0.281724,0.06358,0.122547,3.191592,0.081032,0.079865,0.011311,0.041371,0.045913,0.020193,0.029448
Run 5,T2,XVII,3,T2-XVII-3,2.338843,0.373053,0.366194,0.065319,0.133444,14.49125,0.153853,0.110528,0.039209,0.032474,0.042162,0.021918,0.022983
Run 5,T2,XVIII,1,T2-XVIII-1,3.065799,0.245613,0.208861,0.057068,0.061914,0.371666,0.051916,0.064602,0.025162,0.023416,0.040636,0.016507,0.018047
Run 5,T2,XVIII,2,T2-XVIII-2,2.105548,0.170056,0.128784,0.058187,0.06581,0.054663,0.049468,0.021979,0.017458,0.008618,0.045242,0.018406,0.024847
Run 5,T2,XVIII,3,T2-XVIII-3,2.002169,0.170257,0.150413,0.081359,0.091808,0.02812,0.062311,0.044095,0.015343,0.025487,0.051472,0.021185,0.022823
Run 6,Ct,NI,1,Ct-NI-1,147.748867,31.369904,20.016041,17.100734,9.684903,36.692407,23.40308,16.023061,8.436677,5.626978,0.047613,0.092761,0.088438
Run 6,Ct,NI,2,Ct-NI-2,152.214442,33.516376,21.24851,17.997468,9.920488,71.529215,25.535867,17.112308,9.024018,5.76613,0.058228,0.100451,0.088207
Run 6,Ct,NI,3,Ct-NI-3,139.700474,30.774113,20.020738,17.032357,9.227258,36.089881,23.575573,16.103976,8.513803,5.32917,0.057859,0.098889,0.094283
Run 6,A,NI,1,A-NI-1,0.069173,0.034064,0.054002,0.040607,0.010281,11.549646,0.017721,0.082193,2.798846,0.010305,0.07225,0.078299,0.094526
Run 6,A,NI,2,A-NI-2,0.104451,0.043501,0.054648,0.037266,0.011905,4.18045,0.026848,0.09061,3.580921,0.007146,0.060557,0.070237,0.089983
Run 6,A,NI,3,A-NI-3,0.10431,0.039681,0.068662,0.052566,0.022858,2.114421,0.02421,0.082694,4.27706,0.009733,0.066983,0.084476,0.082413
Run 6,A,XIX,1,A-XIX-1,0.551374,0.123796,0.118827,0.091993,0.038537,0.0996,0.089879,0.110119,3.134476,0.016353,0.061541,0.079735,0.084231
Run 6,A,XIX,2,A-XIX-2,0.220054,0.050069,0.061378,0.05209,0.019057,0.720649,0.035035,0.048542,3.681436,0.009785,0.068243,0.090447,0.094128
Run 6,A,XIX,3,A-XIX-3,0.122774,0.035309,0.050913,0.048321,0.014234,0.716321,0.022849,0.062543,3.708366,0.00591,0.067147,0.088627,0.092063
Run 6,A,XX,1,A-XX-1,0.085958,0.030532,0.039347,0.031302,0.017149,11.055464,0.015012,0.062605,4.229398,0.004999,0.056871,0.069758,0.073117
Run 6,A,XX,2,A-XX-2,0.076148,0.050465,0.037387,0.02887,0.01293,189.103657,0.055265,0.069559,3.119803,0.078511,0.053962,0.089187,0.077619
Run 6,A,XX,3,A-XX-3,0.127972,0.039046,0.045896,0.032561,0.015517,47.01809,0.022566,0.0611,4.344169,0.017844,0.054331,0.067545,0.072314
Run 6,B,NI,1,B-NI-1,0.075957,0.034938,0.031496,0.030562,0.01405,5.934287,0.154982,5.23025,10.903269,0.01674,0.064762,0.0892,0.089317
Run 6,B,NI,2,B-NI-2,0.251596,0.060356,0.055445,0.056997,0.027047,0.708931,0.173051,6.237313,11.123971,0.031814,0.074057,0.091788,0.094349
Run 6,B,NI,3,B-NI-3,0.092345,0.028328,0.039645,0.039449,0.013813,1.459571,0.135324,5.840721,10.484483,0.025926,0.069197,0.090752,0.104558
Run 6,B,XIX,1,B-XIX-1,0.226974,0.074622,0.054991,0.069106,0.019728,0.321205,0.177735,7.192119,12.307733,0.011197,0.054593,0.079855,0.074614
Run 6,B,XIX,2,B-XIX-2,0.172308,0.05191,0.034373,0.060493,0.020636,0.630011,0.182358,7.889893,10.99162,0.014222,0.065168,0.074276,0.088348
Run 6,B,XIX,3,B-XIX-3,0.137486,0.042514,0.020278,0.050905,0.016827,1.169075,0.197007,9.430167,12.539252,0.014031,0.059024,0.082799,0.078881
Run 6,B,XX,1,B-XX-1,0.139737,0.047221,0.067577,0.034046,0.02717,3.681748,0.155593,5.982492,12.066087,0.044185,0.057993,0.068049,0.077172
Run 6,B,XX,2,B-XX-2,0.285485,0.083952,0.070759,0.080187,0.03575,1.543919,0.203062,5.945127,11.801727,0.054078,0.059845,0.078075,0.084059
Run 6,B,XX,3,B-XX-3,0.096834,0.039099,0.062206,0.040226,0.031818,2.429417,0.168896,5.278502,11.834332,0.038519,0.061755,0.086794,0.084693
Run 6,F,NI,1,F-NI-1,0.782241,0.047866,0.060969,0.085011,0.01862,1.318149,0.023286,0.01516,0.03042,0.007971,0.068954,0.071818,0.082851
Run 6,F,NI,2,F-NI-2,0.809835,0.037398,0.042199,0.067945,0.011486,2.24265,0.010727,0.00812,0.020342,0.009246,0.066349,0.073684,0.089621
Run 6,F,NI,3,F-NI-3,0.872871,0.036377,0.043018,0.058419,0.014529,2.344833,0.007731,0.006285,0.021236,0.004262,0.063971,0.080071,0.094587
Run 6,F,XIX,1,F-XIX-1,2.475065,0.072961,0.064522,0.07221,0.017143,0.271954,0.012436,0.007667,0.022514,0.008648,0.063549,0.079905,0.084017
Run 6,F,XIX,2,F-XIX-2,2.53495,0.052978,0.087306,0.072587,0.015671,0.586059,0.008401,0.011763,0.018802,0.007114,0.062778,0.076114,0.087762
Run 6,F,XIX,3,F-XIX-3,2.982125,0.04413,0.070923,0.082554,0.015645,0.492043,0.013837,0.009722,0.03126,0.005015,0.059577,0.063618,0.081011
Run 6,F,XX,1,F-XX-1,1.258094,0.065861,0.083269,0.085544,0.026274,6.163213,0.02498,0.013887,0.026994,0.009182,0.062519,0.073025,0.090196
Run 6,F,XX,2,F-XX-2,1.854705,0.174984,0.156205,0.141233,0.105905,4.068097,0.081612,0.063292,0.051362,0.029089,0.062473,0.069204,0.081525
Run 6,F,XX,3,F-XX-3,1.563162,0.109284,0.152898,0.112861,0.059431,10.690425,0.044315,0.035176,0.049096,0.013145,0.062447,0.070985,0.083795
Run 6,1011c,NI,1,1011c-NI-1,0.595744,0.087128,0.085391,0.080967,0.032632,1.637314,0.037964,0.019618,0.016469,0.100425,0.052106,0.07421,0.073929
Run 6,1011c,NI,2,1011c-NI-2,0.361894,0.106798,0.103143,0.038704,0.032479,1.464459,0.017063,0.010826,0.011476,0.007916,0.058394,0.077632,0.07883
Run 6,1011c,NI,3,1011c-NI-3,0.398553,0.079449,0.057352,0.049317,0.021021,0.521199,0.012485,0.009375,0.001937,0.007208,0.054749,0.082674,0.088768
Run 6,1011c,XIX,1,1011c-XIX-1,0.880686,0.082368,0.064096,0.077958,0.006729,0.162876,0.008888,0.009672,0.007401,0.005822,0.069542,0.073838,0.087483
Run 6,1011c,XIX,2,1011c-XIX-2,1.278691,0.162923,0.11246,0.14077,0.029399,0.599857,0.036091,0.037129,0.027224,0.011016,0.056481,0.06584,0.071739
Run 6,1011c,XIX,3,1011c-XIX-3,1.196744,0.113457,0.087813,0.10262,0.010317,0.414125,0.008379,0.006825,0.007789,0.011038,0.05895,0.065632,0.075085
Run 6,1011c,XX,1,1011c-XX-1,0.448565,0.080045,0.062255,0.041774,0.019582,3.179995,0.006844,0.006107,0.005118,0.004764,0.053544,0.082014,0.079774
Run 6,1011c,XX,2,1011c-XX-2,0.457646,0.088388,0.060994,0.018054,0.010615,1.010006,0.002064,0.005533,0.004379,0.003361,0.052981,0.087479,0.080568
Run 6,1011c,XX,3,1011c-XX-3,0.31553,0.060722,0.054113,0.037992,0.008952,0.805392,0.007536,0.004682,0.004803,0.006293,0.058792,0.090293,0.088129
Run 6,T2,NI,1,T2-NI-1,1.667453,0.031144,0.024497,0.043759,0.014172,0.345807,0.007596,0.007081,0.017119,0.005384,0.068315,0.071341,0.087528
Run 6,T2,NI,2,T2-NI-2,1.883164,0.049637,0.027802,0.052745,0.021653,1.108876,0.017412,0.011185,0.02633,0.01862,0.063601,0.071987,0.091452
Run 6,T2,NI,3,T2-NI-3,1.806806,0.041887,0.028848,0.034932,0.013582,0.781975,0.012179,0.008407,0.013844,0.006868,0.076388,0.077917,0.091439
Run 6,T2,XIX,1,T2-XIX-1,2.244499,0.024911,0.018482,0.029512,0.010415,0.305372,0.006231,0.007826,0.012559,0.008469,0.051552,0.08416,0.078885
Run 6,T2,XIX,2,T2-XIX-2,2.278833,0.025535,0.012855,0.02227,0.013458,0.462123,0.006316,0.005198,0.009812,0.006642,0.048349,0.074416,0.075956
Run 6,T2,XIX,3,T2-XIX-3,2.508994,0.025386,0.014231,0.035752,0.006107,1.241661,0.002598,0.005882,0.010376,0.006714,0.045978,0.071824,0.074137
Run 6,T2,XX,1,T2-XX-1,1.734093,0.0331,0.010755,0.021616,0.010093,3.743532,0.00325,0.005832,0.014281,0.009112,0.061905,0.083913,0.083793
Run 6,T2,XX,2,T2-XX-2,1.528145,0.022972,0.009513,0.025422,0.01312,1.462749,0.011101,0.006926,0.010417,0.009378,0.061335,0.081758,0.093693
Run 6,T2,XX,3,T2-XX-3,1.651099,0.030327,0.024482,0.021985,0.011333,2.404067,0.011315,0.010326,0.013036,0.007812,0.067203,0.073866,0.085467
Run 6,JL885,NI,1,JL885-NI-1,0.204484,0.095606,0.092864,0.033239,0.044355,0.778004,0.166094,6.281064,4.928668,0.047689,0.056174,0.067529,0.0841
Run 6,JL885,NI,2,JL885-NI-2,0.253459,0.1099,0.083829,0.045099,0.056875,1.71051,0.175561,6.424675,4.840116,0.058795,0.069513,0.071596,0.092559
Run 6,JL885,NI,3,JL885-NI-3,0.26784,0.103119,0.08637,0.049345,0.041434,0.780162,0.165933,6.302688,4.823875,0.043005,0.056926,0.078327,0.090006
Run 6,JL885,XVI,1,JL885-XVI-1,0.242222,0.064812,0.078053,0.045257,0.037198,3.894136,0.20432,6.015181,4.307173,0.04146,0.062182,0.07763,0.092943
Run 6,JL885,XVI,2,JL885-XVI-2,0.210898,0.121598,0.092065,0.036447,0.073334,2.167202,0.230515,6.70898,4.685941,0.062888,0.065761,0.077275,0.08784
