Run,BSH_Enzyme,BSH_IP_Conc,Inhibitor,Inhibitor_IP_Conc,Replicate,Sample_ID,TUDCA,TCDCA,TDCA,TCA,TLCA,GUDCA,GCDCA,GDCA,GCA,GLCA,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY, Protein_Hydrophilicity,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y,TUDCA_complexity,TUDCA_h_bond_acceptor,TUDCA_h_bond_donor,TUDCA_rotatable_bonds,TUDCA_molecular_weight,TUDCA_polar_surface_area,TCDCA_complexity,TCDCA_h_bond_acceptor,TCDCA_h_bond_donor,TCDCA_rotatable_bonds,TCDCA_molecular_weight,TCDCA_polar_surface_area,TDCA_complexity,TDCA_h_bond_acceptor,TDCA_h_bond_donor,TDCA_rotatable_bonds,TDCA_molecular_weight,TDCA_polar_surface_area,TCA_complexity,TCA_h_bond_acceptor,TCA_h_bond_donor,TCA_rotatable_bonds,TCA_molecular_weight,TCA_polar_surface_area,TLCA_complexity,TLCA_h_bond_acceptor,TLCA_h_bond_donor,TLCA_rotatable_bonds,TLCA_molecular_weight,TLCA_polar_surface_area,GUDCA_complexity,GUDCA_h_bond_acceptor,GUDCA_h_bond_donor,GUDCA_rotatable_bonds,GUDCA_molecular_weight,GUDCA_polar_surface_area,GCDCA_complexity,GCDCA_h_bond_acceptor,GCDCA_h_bond_donor,GCDCA_rotatable_bonds,GCDCA_molecular_weight,GCDCA_polar_surface_area,GDCA_complexity,GDCA_h_bond_acceptor,GDCA_h_bond_donor,GDCA_rotatable_bonds,GDCA_molecular_weight,GDCA_polar_surface_area,GCA_complexity,GCA_h_bond_acceptor,GCA_h_bond_donor,GCA_rotatable_bonds,GCA_molecular_weight,GCA_polar_surface_area,GLCA_complexity,GLCA_h_bond_acceptor,GLCA_h_bond_donor,GLCA_rotatable_bonds,GLCA_molecular_weight,GLCA_polar_surface_area
Run 5,A,0.2,NI,100.0,CV (%),A-NI-3,21.31323,27.35637,11.34913,26.35867,6.85742,150.42969,21.44383,11.82466,29.78659,40.63156,0.0,0.0,0.0,0.0,0,0.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 6,A,0.2,NI,100.0,Average,A-NI-1,0.09264,0.03908,0.0591,0.04348,0.01501,5.94817,0.02293,0.08517,3.55228,0.00906,0.0,0.0,0.0,0.0,0,0.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 6,A,0.2,NI,100.0,SD,A-NI-2,0.02033,0.00475,0.00828,0.00804,0.00684,4.95979,0.0047,0.00472,0.73952,0.00168,0.0,0.0,0.0,0.0,0,0.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 6,A,0.2,NI,100.0,CV (%),A-NI-3,21.94102,12.14608,14.01558,18.50142,45.56137,83.3834,20.48716,5.544,20.81829,18.57567,0.0,0.0,0.0,0.0,0,0.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,R,100.0,Average,A-R-1,0.02302,0.01376,0.00553,0.10884,0.00221,0.00279,0.00031,0.69514,1.08008,0.00074,680.0,7.0,5.0,5.0,376.4,155.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,R,100.0,SD,A-R-2,0.00515,0.00021,0.00424,0.00593,0.00251,0.00074,0.0004,0.18335,0.085,0.00025,680.0,7.0,5.0,5.0,376.4,155.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,R,100.0,CV (%),A-R-3,22.37274,1.49741,76.59631,5.44851,113.51186,26.65134,128.54748,26.37618,7.86979,33.50649,680.0,7.0,5.0,5.0,376.4,155.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,CAPE,100.0,Average,A-CAPE-1,0.57054,0.04762,0.02313,0.13552,0.00197,0.00617,0.00388,0.00717,3.09002,0.00194,347.0,4.0,2.0,6.0,284.31,66.8,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,CAPE,100.0,SD,A-CAPE-2,0.91898,0.01614,0.02687,0.16896,0.00136,0.00369,0.00452,0.00509,0.29238,0.00145,347.0,4.0,2.0,6.0,284.31,66.8,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,CAPE,100.0,CV (%),A-CAPE-3,161.07255,33.88739,116.16065,124.67809,68.74792,59.87328,116.5797,70.93514,9.46216,74.87151,347.0,4.0,2.0,6.0,284.31,66.8,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,CAC,100.0,Average,A-CAC-1,0.0227,0.01376,0.00715,0.03179,0.00023,0.00198,0.00185,0.00339,2.89472,0.00105,500.0,4.0,3.0,2.0,332.4,77.8,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,CAC,100.0,SD,A-CAC-2,0.00312,0.00472,0.00104,0.00532,0.0001,0.00168,0.00105,0.00091,0.46437,1e-05,500.0,4.0,3.0,2.0,332.4,77.8,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,CAC,100.0,CV (%),A-CAC-3,13.75938,34.27899,14.53159,16.73668,45.27884,84.90124,56.80589,26.82353,16.04183,0.95238,500.0,4.0,3.0,2.0,332.4,77.8,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,I,100.0,Average,A-I-1,0.00567,0.00502,0.00582,0.00827,0.0009,0.06453,0.0051,0.00493,1.56344,0.00112,465.0,5.0,1.0,6.0,319.4,80.9,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,I,100.0,SD,A-I-2,0.00239,0.00128,0.00348,0.00621,0.00025,0.03593,0.0017,0.00083,0.62496,0.00042,465.0,5.0,1.0,6.0,319.4,80.9,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,I,100.0,CV (%),A-I-3,42.11138,25.40979,59.7627,75.07308,27.65299,55.68092,33.25543,16.87541,39.97361,37.25818,465.0,5.0,1.0,6.0,319.4,80.9,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,II,100.0,Average,A-II-1,0.01172,0.00943,0.01111,0.00757,0.00192,0.07596,0.01183,0.00449,3.97398,0.00108,996.0,6.0,2.0,4.0,486.6,149.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,II,100.0,SD,A-II-2,0.00442,0.0027,0.00246,0.0021,0.00049,0.03509,0.00407,0.00183,1.19137,0.0009,996.0,6.0,2.0,4.0,486.6,149.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,II,100.0,CV (%),A-II-3,37.73166,28.66851,22.09248,27.69556,25.34143,46.20076,34.40427,40.78357,29.97931,83.45902,996.0,6.0,2.0,4.0,486.6,149.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,III,100.0,Average,A-III-1,0.00862,0.00444,0.00496,0.00521,0.00107,0.13451,0.00493,0.00645,1.83426,0.00037,378.0,2.0,2.0,0.0,274.4,40.5,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,III,100.0,SD,A-III-2,0.0031,0.00109,0.00115,0.00215,0.0004,0.09787,0.00164,0.00171,0.26894,0.00024,378.0,2.0,2.0,0.0,274.4,40.5,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,III,100.0,CV (%),A-III-3,35.89652,24.52834,23.07151,41.19072,37.56233,72.75538,33.29612,26.48201,14.66203,63.29633,378.0,2.0,2.0,0.0,274.4,40.5,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,IV,100.0,Average,A-IV-1,0.06282,0.01191,0.00618,0.02895,0.00915,0.00065,0.00079,0.00468,2.40775,0.00065,616.0,10.0,3.0,6.0,464.5,148.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,IV,100.0,SD,A-IV-2,0.01102,0.01103,0.00247,0.00377,0.00418,0.00053,0.00106,0.00359,0.22288,0.00064,616.0,10.0,3.0,6.0,464.5,148.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,IV,100.0,CV (%),A-IV-3,17.53615,92.54733,39.9565,13.03482,45.6743,80.86807,134.68779,76.66047,9.25698,98.64638,616.0,10.0,3.0,6.0,464.5,148.0,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,V,100.0,Average,A-V-1,0.01809,0.02541,0.00419,0.03029,0.00478,0.00658,0.00054,0.00299,0.57031,0.00183,541.0,3.0,2.0,0.0,319.4,59.6,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,V,100.0,SD,A-V-2,0.00765,0.0201,0.00184,0.01764,0.00093,0.00177,0.00034,0.00096,0.10041,0.00188,541.0,3.0,2.0,0.0,319.4,59.6,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,V,100.0,CV (%),A-V-3,42.30187,79.10746,43.86254,58.23502,19.47994,26.81016,63.80004,31.97261,17.60578,102.62318,541.0,3.0,2.0,0.0,319.4,59.6,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,VII,100.0,Average,A-VII-1,0.26875,0.05533,0.06858,0.03987,0.01935,0.00918,0.01059,0.0453,0.48252,0.00581,767.0,6.0,1.0,4.0,404.4,84.9,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,VII,100.0,SD,A-VII-2,0.40043,0.03929,0.1005,0.00843,0.01912,0.00224,0.01431,0.06233,0.08239,0.00434,767.0,6.0,1.0,4.0,404.4,84.9,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 2,A,0.2,VII,100.0,CV (%),A-VII-3,148.99461,71.01153,146.53268,21.13434,98.83835,24.43899,135.09283,137.59137,17.07464,74.75464,767.0,6.0,1.0,4.0,404.4,84.9,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
Run 3,A,0.2,VIII,100.0,Average,A-VIII-1,0.00881,0.00484,0.00709,0.00739,0.00117,0.19317,0.00791,0.0042,2.01505,0.00041,548.0,11.0,1.0,3.0,392.22,32.3,39271.203,0.097,25.531,7.008,-0.075,0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,858.0,6,4,7,499.7,132.0,83.4,2,1,0,163.38,37.3,825.0,5,3,7,483.7,112.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,727.0,5,4,6,449.6,107.0,772.0,7,4,6,464.6,133.0,695.0,4,3,6,433.6,86.6
