"BSH_Enzyme","Inhibitor","Bile_Acid","Run","Replicate","log2_concentration","fitted_value","fitted_se","enzyme_baseline","enzyme_inhibitor_interaction","enzyme_bileacid_interaction","inhibitor_potency","ci_lwr","ci_upr","inhibitor_baseline"
"1011c","CAPE","GUDCA","Run 2","2",-2.68263843177685,0.219988448448978,0.746056976952347,3.11285483103175,-0.865832032948417,0.0517224764312709,3.97868686398017,-1.25470186471443,1.66984148493877,-6.48691876072403
"1011c","CAPE","GUDCA","Run 2","3",-1.62148837674627,0.343920240506323,0.752659669106796,3.11285483103175,-0.865832032948417,0.0517224764312709,3.97868686398017,-1.14051784959732,1.80990805330132,-6.48691876072403
"1011c","CAPE","TCA","Run 2","1",-0.393969001577047,0.793100239951535,0.734043140797954,3.11285483103175,-0.865832032948417,1.75935188388804,3.97868686398017,-0.658447970065255,2.21900114186273,-6.48691876072403
"1011c","CAPE","TCA","Run 2","2",4.94886478025226,0.726355470882865,0.740392600493215,3.11285483103175,-0.865832032948417,1.75935188388804,3.97868686398017,-0.724541584672877,2.17779740926052,-6.48691876072403
"1011c","CAPE","TCA","Run 2","3",1.279829617267,0.85028726294021,0.73233818847876,3.11285483103175,-0.865832032948417,1.75935188388804,3.97868686398017,-0.5779561357122,2.29280956312454,-6.48691876072403
"1011c","CAPE","TCDCA","Run 2","1",-0.632014273621195,1.34354506874656,0.747384642819687,3.11285483103175,-0.865832032948417,2.11765864389679,3.97868686398017,-0.100191560186493,2.82955623966668,-6.48691876072403
"1011c","CAPE","TCDCA","Run 2","2",4.30736173971815,1.27680029967789,0.733218621679117,3.11285483103175,-0.865832032948417,2.11765864389679,3.97868686398017,-0.126106922980766,2.74811007400137,-6.48691876072403
"1011c","CAPE","TCDCA","Run 2","3",0.0136468690544942,1.40073209173524,0.74160812728864,3.11285483103175,-0.865832032948417,2.11765864389679,3.97868686398017,-0.0239799700355051,2.88312388893597,-6.48691876072403
"1011c","CAPE","TDCA","Run 2","1",-0.227037290258208,1.9056127483338,0.761455312460959,3.11285483103175,-0.865832032948417,2.44235328329156,3.97868686398017,0.443197482061443,3.4281023069084,-6.48691876072403
"1011c","CAPE","TDCA","Run 2","2",9.09646096297781,1.83886797926513,0.76837149909104,3.11285483103175,-0.865832032948417,2.44235328329156,3.97868686398017,0.345695085778624,3.3577113622155,-6.48691876072403
"1011c","CAPE","TDCA","Run 2","3",0.815988670391408,1.96279977132248,0.761344131463299,3.11285483103175,-0.865832032948417,2.44235328329156,3.97868686398017,0.50739676036804,3.49186575570417,-6.48691876072403
"1011c","CAPE","TLCA","Run 2","1",-0.528806374236418,1.94814521952636,0.734609572126557,3.11285483103175,-0.865832032948417,4.6474853102006,3.97868686398017,0.489800382739336,3.36946990547544,-6.48691876072403
