"BSH_Enzyme","Inhibitor","Bile_Acid","Run","Replicate","log2_concentration","fitted_value","fitted_se","enzyme_baseline","enzyme_inhibitor_interaction","enzyme_bileacid_interaction","inhibitor_potency","ci_lwr","ci_upr","inhibitor_baseline"
"A","II","GCDCA","Run 3","3",-0.173694264685731,1.16345770725368,0.745736170613899,2.95770761534073,1.47456908513634,3.68511066510147,1.48313853020439,-0.301323062803824,2.62196272600266,-12.2062218917298
"A","II","GDCA","Run 3","1",-0.736729299834192,0.451688399752616,0.743061232888806,2.95770761534073,1.47456908513634,2.07872402937046,1.48313853020439,-0.991065849855257,1.92173418306886,-12.2062218917298
"A","II","GDCA","Run 3","2",-0.316727105730394,0.384318071536901,0.74042168876087,2.95770761534073,1.47456908513634,2.07872402937046,1.48313853020439,-1.07985461124653,1.82259840869608,-12.2062218917298
"A","II","GDCA","Run 3","3",-0.523149226819213,0.471504213278447,0.746648916799856,2.95770761534073,1.47456908513634,2.07872402937046,1.48313853020439,-1.01514715149964,1.9117166023558,-12.2062218917298
"A","II","GLCA","Run 3","1",0.276889310858953,-0.0936774042261716,0.742346655489186,2.95770761534073,1.47456908513634,4.55983740303283,1.48313853020439,-1.5373683105297,1.37263057898791,-12.2062218917298
"A","II","GLCA","Run 3","2",0.285043026767554,-0.161047732441887,0.748832185601569,2.95770761534073,1.47456908513634,4.55983740303283,1.48313853020439,-1.64280903394611,1.29261313361204,-12.2062218917298
"A","II","GLCA","Run 3","3",-2.89185119614438,-0.0738615907003407,0.767254122055763,2.95770761534073,1.47456908513634,4.55983740303283,1.48313853020439,-1.59794250008548,1.40969365837311,-12.2062218917298
"A","II","GUDCA","Run 3","1",-2.5801438015619,-1.31137805312407,0.745929166321691,2.95770761534073,1.47456908513634,-0.581814970320295,1.48313853020439,-2.81060646379889,0.113435868182141,-12.2062218917298
"A","II","GUDCA","Run 3","2",-1.42132709806157,-1.37874838133979,0.750289426207674,2.95770761534073,1.47456908513634,-0.581814970320295,1.48313853020439,-2.8609338219344,0.0802007287996804,-12.2062218917298
"A","II","GUDCA","Run 3","3",-5.23491057422919,-1.29156223959824,0.75951055949189,2.95770761534073,1.47456908513634,-0.581814970320295,1.48313853020439,-2.81951449805497,0.157766895153232,-12.2062218917298
"A","II","TCA","Run 3","1",-0.616392605730037,0.227072368621124,0.750709064071748,2.95770761534073,1.47456908513634,2.14917259677958,1.48313853020439,-1.26153604270874,1.68124348845252,-12.2062218917298
"A","II","TCA","Run 3","2",0.237783297846173,0.159702040405408,0.7577906197962,2.95770761534073,1.47456908513634,2.14917259677958,1.48313853020439,-1.35821483653543,1.61232439306568,-12.2062218917298
"A","II","TCA","Run 3","3",0.0100436659111489,0.246888182146955,0.771736857272317,2.95770761534073,1.47456908513634,2.14917259677958,1.48313853020439,-1.27696899879857,1.74823948170891,-12.2062218917298
"A","II","TCDCA","Run 3","1",-0.272539254600633,-0.0816868519553166,0.726489330647336,2.95770761534073,1.47456908513634,1.65818001038166,1.48313853020439,-1.49488317025178,1.35295500588577,-12.2062218917298
"A","II","TCDCA","Run 3","2",0.974982006479055,-0.149057180171032,0.747461331209318,2.95770761534073,1.47456908513634,1.65818001038166,1.48313853020439,-1.62596774391138,1.30408067442915,-12.2062218917298
"A","II","TCDCA","Run 3","3",0.942977187259498,-0.0618710384294857,0.75470827178155,2.95770761534073,1.47456908513634,1.65818001038166,1.48313853020439,-1.51262414499155,1.44583228039213,-12.2062218917298
"A","II","TDCA","Run 3","1",-0.920765611700338,-0.247633051112918,0.72208327120607,2.95770761534073,1.47456908513634,1.2590761884545,1.48313853020439,-1.64810420254375,1.18246222058404,-12.2062218917298
"A","II","TDCA","Run 3","2",1.01316777764974,-0.315003379328634,0.726477383994295,2.95770761534073,1.47456908513634,1.2590761884545,1.48313853020439,-1.74819121789189,1.09960012736574,-12.2062218917298
"A","II","TDCA","Run 3","3",0.761164422336442,-0.227817237587087,0.722009418218887,2.95770761534073,1.47456908513634,1.2590761884545,1.48313853020439,-1.64784445474252,1.18243246467551,-12.2062218917298
"A","II","TLCA","Run 3","1",1.0595493105331,-0.0832891421717671,0.707795219895211,2.95770761534073,1.47456908513634,3.58555253238012,1.48313853020439,-1.46335267051564,1.31120459147359,-12.2062218917298
"A","II","TLCA","Run 3","2",-0.158897072941459,-0.150659470387483,0.729938371590574,2.95770761534073,1.47456908513634,3.58555253238012,1.48313853020439,-1.58373446487493,1.27762395176011,-12.2062218917298
"A","II","TLCA","Run 3","3",1.66877725403502,-0.0634733286459363,0.739866887490323,2.95770761534073,1.47456908513634,3.58555253238012,1.48313853020439,-1.47635781511314,1.42392038384892,-12.2062218917298
"A","II","TUDCA","Run 3","1",-0.363070634971519,0.454948437142045,0.724268017284838,2.95770761534073,1.47456908513634,1.31770297077962,1.48313853020439,-0.975956169172028,1.86317445858454,-12.2062218917298
"A","II","TUDCA","Run 3","2",-0.252345986944297,0.387578108926329,0.728668434019874,2.95770761534073,1.47456908513634,1.31770297077962,1.48313853020439,-1.05769186060611,1.7986884007518,-12.2062218917298
"A","II","TUDCA","Run 3","3",1.35525180431938,0.474764250667875,0.728998078185063,2.95770761534073,1.47456908513634,1.31770297077962,1.48313853020439,-0.991036039407524,1.86663642707792,-12.2062218917298
"A","III","GCA","Run 3","1",-0.840418441571563,-2.19173762059768,0.775763482434925,2.95770761534073,0.942240210215603,-0.764371577666727,2.01546740512513,-3.72648294678511,-0.685490095640206,-12.0316937749585
"A","III","GCA","Run 3","2",-0.451076705457051,-2.25910794881339,0.784708737302673,2.95770761534073,0.942240210215603,-0.764371577666727,2.01546740512513,-3.81734522221776,-0.74128697199128,-12.0316937749585
"A","III","GCA","Run 3","3",-0.718855065900738,-2.17192180707185,0.785670726748465,2.95770761534073,0.942240210215603,-0.764371577666727,2.01546740512513,-3.70501396730975,-0.625184718455764,-12.0316937749585
"A","III","GCDCA","Run 3","1",-1.2957385709065,0.559300081438899,0.74376546864375,2.95770761534073,0.942240210215603,3.68511066510147,2.01546740512513,-0.89512074949565,2.02043988758785,-12.0316937749585
"A","III","GCDCA","Run 3","2",0.445807043235719,0.491929753223183,0.753051599705708,2.95770761534073,0.942240210215603,3.68511066510147,2.01546740512513,-0.990668640491588,1.96129363035479,-12.0316937749585
"A","III","GCDCA","Run 3","3",-1.12632834605397,0.579115894964729,0.757942246017567,2.95770761534073,0.942240210215603,3.68511066510147,2.01546740512513,-0.874198331431813,2.09693527295705,-12.0316937749585
"A","III","GDCA","Run 3","1",-0.373161959726279,-0.132653412536336,0.749359397835961,2.95770761534073,0.942240210215603,2.07872402937046,2.01546740512513,-1.61028049706412,1.32720834245285,-12.0316937749585
"A","III","GDCA","Run 3","2",1.15403949124881,-0.200023740752052,0.746265351733296,2.95770761534073,0.942240210215603,2.07872402937046,2.01546740512513,-1.67613478777998,1.24922539101454,-12.0316937749585
"A","III","GDCA","Run 3","3",-0.620060201370551,-0.112837599010505,0.760881407720239,2.95770761534073,0.942240210215603,2.07872402937046,2.01546740512513,-1.58060318458728,1.40205193367606,-12.0316937749585
"A","III","GLCA","Run 3","1",-3.02391549246266,-0.678019216515124,0.761630391613842,2.95770761534073,0.942240210215603,4.55983740303283,2.01546740512513,-2.20186194380712,0.783729191319142,-12.0316937749585
"A","III","GLCA","Run 3","2",-0.965401338476033,-0.74538954473084,0.776159100412801,2.95770761534073,0.942240210215603,4.55983740303283,2.01546740512513,-2.30999069965229,0.732552973965888,-12.0316937749585
"A","III","GLCA","Run 3","3",-0.0890835435824253,-0.658203402989293,0.766916352662122,2.95770761534073,0.942240210215603,4.55983740303283,2.01546740512513,-2.18942874969775,0.816883352737768,-12.0316937749585
"A","III","GUDCA","Run 3","1",-2.82862319799757,-1.89571986541302,0.724701247771693,2.95770761534073,0.942240210215603,-0.581814970320295,2.01546740512513,-3.3425097841078,-0.501680892842769,-12.0316937749585
"A","III","GUDCA","Run 3","2",0.885692872728014,-1.96309019362874,0.756227223578652,2.95770761534073,0.942240210215603,-0.581814970320295,2.01546740512513,-3.47913889165353,-0.514728175225208,-12.0316937749585
"A","III","GUDCA","Run 3","3",-5.34259064817951,-1.87590405188719,0.760132076482767,2.95770761534073,0.942240210215603,-0.581814970320295,2.01546740512513,-3.37478798400028,-0.395070244187828,-12.0316937749585
"A","III","TCA","Run 3","1",-1.46015905848172,-0.357269443667829,0.757703478703743,2.95770761534073,0.942240210215603,2.14917259677958,2.01546740512513,-1.82859745375218,1.14160018276649,-12.0316937749585
"A","III","TCA","Run 3","2",-0.347520709573439,-0.424639771883544,0.75765741529747,2.95770761534073,0.942240210215603,2.14917259677958,2.01546740512513,-1.87945127098996,1.09056579697612,-12.0316937749585
"A","III","TCA","Run 3","3",-0.342349346434357,-0.337453630141998,0.75457779434405,2.95770761534073,0.942240210215603,2.14917259677958,2.01546740512513,-1.78429909893001,1.17364585489866,-12.0316937749585
"A","III","TCDCA","Run 3","1",-1.02835939471504,-0.666028664244269,0.751545484216393,2.95770761534073,0.942240210215603,1.65818001038166,2.01546740512513,-2.12543096771103,0.820627330417237,-12.0316937749585
"A","III","TCDCA","Run 3","2",-0.361016484980298,-0.733398992459985,0.766991334007366,2.95770761534073,0.942240210215603,1.65818001038166,2.01546740512513,-2.20286518278905,0.803740846519827,-12.0316937749585
"A","III","TCDCA","Run 3","3",-0.190405910892107,-0.646212850718438,0.746181766932164,2.95770761534073,0.942240210215603,1.65818001038166,2.01546740512513,-2.06688787166591,0.85814465470817,-12.0316937749585
"A","III","TDCA","Run 3","1",-2.80271288016257,-0.831974863401871,0.719980313056814,2.95770761534073,0.942240210215603,1.2590761884545,2.01546740512513,-2.19145563468437,0.630867192498342,-12.0316937749585
"A","III","TDCA","Run 3","2",0.297339944951191,-0.899345191617587,0.73225972297959,2.95770761534073,0.942240210215603,1.2590761884545,2.01546740512513,-2.30070174372678,0.569756370353216,-12.0316937749585
"A","III","TDCA","Run 3","3",-0.140607048390602,-0.81215904987604,0.741178244440125,2.95770761534073,0.942240210215603,1.2590761884545,2.01546740512513,-2.206938354458,0.69848036374729,-12.0316937749585
"A","III","TLCA","Run 3","1",-0.192645077942396,-0.66763095446072,0.741128501284272,2.95770761534073,0.942240210215603,3.58555253238012,2.01546740512513,-2.16981382787834,0.735409897156008,-12.0316937749585
"A","III","TLCA","Run 3","2",-0.980139577639157,-0.735001282676435,0.750925726723437,2.95770761534073,0.942240210215603,3.58555253238012,2.01546740512513,-2.25893584445511,0.684693004300758,-12.0316937749585
"A","III","TLCA","Run 3","3",1.1486586815367,-0.647815140934889,0.75110206155628,2.95770761534073,0.942240210215603,3.58555253238012,2.01546740512513,-2.14339231234735,0.800927768953265,-12.0316937749585
"A","III","TUDCA","Run 3","1",-0.280037542489814,-0.129393375146908,0.75827658095957,2.95770761534073,0.942240210215603,1.31770297077962,2.01546740512513,-1.62267742819342,1.34976676916809,-12.0316937749585
"A","III","TUDCA","Run 3","2",0.0200489325426376,-0.196763703362624,0.764816431209927,2.95770761534073,0.942240210215603,1.31770297077962,2.01546740512513,-1.71581555265998,1.28226485768293,-12.0316937749585
"A","III","TUDCA","Run 3","3",-0.357932249771267,-0.109577561621077,0.759678899320295,2.95770761534073,0.942240210215603,1.31770297077962,2.01546740512513,-1.61149171854071,1.36644956679485,-12.0316937749585
"A","IV","GCA","Run 2","1",0.971614184646317,-1.53373082475655,0.754176351411402,2.95770761534073,-1.32903562645862,-0.764371577666727,4.28674324179936,-3.1241015024143,-0.167730204881608,-7.07118909371646
"A","IV","GCA","Run 2","2",1.08616333560516,-1.60047559382522,0.766503297521325,2.95770761534073,-1.32903562645862,-0.764371577666727,4.28674324179936,-3.17775597862533,-0.173063052341733,-7.07118909371646
"A","IV","GCA","Run 2","3",0.387202164838194,-1.47654380176787,0.748308615537174,2.95770761534073,-1.32903562645862,-0.764371577666727,4.28674324179936,-3.04554130940375,-0.112171536498032,-7.07118909371646
"A","IV","GCDCA","Run 2","1",3.65105169117893,1.21730687728003,0.738518782309735,2.95770761534073,-1.32903562645862,3.68511066510147,4.28674324179936,-0.242320819588767,2.6526728070654,-7.07118909371646
"A","IV","GCDCA","Run 2","2",0.0931094043914818,1.15056210821136,0.738355714286246,2.95770761534073,-1.32903562645862,3.68511066510147,4.28674324179936,-0.327079437925276,2.56727496207681,-7.07118909371646
"A","IV","GCDCA","Run 2","3",0.547487795302493,1.2744939002687,0.734359140289708,2.95770761534073,-1.32903562645862,3.68511066510147,4.28674324179936,-0.182686616773107,2.69600121316255,-7.07118909371646
"A","IV","GDCA","Run 2","1",-0.546542282407336,0.525353383304793,0.72221772491539,2.95770761534073,-1.32903562645862,2.07872402937046,4.28674324179936,-0.910127831012401,1.92096565065593,-7.07118909371646
"A","IV","GDCA","Run 2","2",1.31424735780574,0.458608614236123,0.731903888821854,2.95770761534073,-1.32903562645862,2.07872402937046,4.28674324179936,-1.01957614716543,1.84948709701623,-7.07118909371646
"A","IV","GDCA","Run 2","3",1.62312687214202,0.582540406293468,0.714031947994049,2.95770761534073,-1.32903562645862,2.07872402937046,4.28674324179936,-0.853090129071473,1.9459151070652,-7.07118909371646
"A","IV","GLCA","Run 2","1",-0.79234235120258,-0.0200124206739954,0.732938361157069,2.95770761534073,-1.32903562645862,4.55983740303283,4.28674324179936,-1.4875926178504,1.38552575788531,-7.07118909371646
"A","IV","GLCA","Run 2","2",-0.770518153877233,-0.0867571897426653,0.746403126716068,2.95770761534073,-1.32903562645862,4.55983740303283,4.28674324179936,-1.60238639005452,1.32351386667246,-7.07118909371646
"A","IV","GLCA","Run 2","3",-2.25481389902883,0.0371746023146799,0.744398356309868,2.95770761534073,-1.32903562645862,4.55983740303283,4.28674324179936,-1.48017289846158,1.4378686582731,-7.07118909371646
"A","IV","GUDCA","Run 2","1",-0.690144737413212,-1.2377130695719,0.7392302627949,2.95770761534073,-1.32903562645862,-0.581814970320295,4.28674324179936,-2.68840013054949,0.209382499606521,-7.07118909371646
"A","IV","GUDCA","Run 2","2",-1.43812111239189,-1.30445783864057,0.734709053689993,2.95770761534073,-1.32903562645862,-0.581814970320295,4.28674324179936,-2.79608886402124,0.0839706264435289,-7.07118909371646
"A","IV","GUDCA","Run 2","3",-7.73470962022584,-1.18052604658322,0.732379959214272,2.95770761534073,-1.32903562645862,-0.581814970320295,4.28674324179936,-2.66769255709043,0.203236883029513,-7.07118909371646
"A","IV","TCA","Run 2","1",3.63801531118566,0.3007373521733,0.770916575213096,2.95770761534073,-1.32903562645862,2.14917259677958,4.28674324179936,-1.20880033193494,1.81319264290039,-7.07118909371646
"A","IV","TCA","Run 2","2",-0.261365760944574,0.23399258310463,0.782234549427654,2.95770761534073,-1.32903562645862,2.14917259677958,4.28674324179936,-1.32887351501903,1.73748591873738,-7.07118909371646
"A","IV","TCA","Run 2","3",-0.674160393342243,0.357924375161975,0.779921975439453,2.95770761534073,-1.32903562645862,2.14917259677958,4.28674324179936,-1.21077061427323,1.84652352944942,-7.07118909371646
"A","IV","TCDCA","Run 2","1",-1.5134200929435,-0.00802186840314042,0.726234997186297,2.95770761534073,-1.32903562645862,1.65818001038166,4.28674324179936,-1.42986282457852,1.41697836439177,-7.07118909371646
"A","IV","TCDCA","Run 2","2",-0.33951500557424,-0.0747666374718103,0.716916186952047,2.95770761534073,-1.32903562645862,1.65818001038166,4.28674324179936,-1.48731961095705,1.32299184189498,-7.07118909371646
"A","IV","TCDCA","Run 2","3",-2.38921622468316,0.0491651545855348,0.738361140247412,2.95770761534073,-1.32903562645862,1.65818001038166,4.28674324179936,-1.43082076619004,1.46355490357982,-7.07118909371646
"A","IV","TDCA","Run 2","1",-0.717676423066396,-0.173968067560742,0.739856436124709,2.95770761534073,-1.32903562645862,1.2590761884545,4.28674324179936,-1.65537131381464,1.24486591579422,-7.07118909371646
"A","IV","TDCA","Run 2","2",-1.53948487020333,-0.240712836629412,0.74054109018391,2.95770761534073,-1.32903562645862,1.2590761884545,4.28674324179936,-1.7360868114781,1.16683426204282,-7.07118909371646
"A","IV","TDCA","Run 2","3",-0.38160327154731,-0.116781044572067,0.755539599398771,2.95770761534073,-1.32903562645862,1.2590761884545,4.28674324179936,-1.66593672443489,1.2957785052083,-7.07118909371646
"A","IV","TLCA","Run 2","1",0.531241057829736,-0.00962415861959091,0.730041274627709,2.95770761534073,-1.32903562645862,3.58555253238012,4.28674324179936,-1.50990002239033,1.35186177415029,-7.07118909371646
"A","IV","TLCA","Run 2","2",2.56371476701712,-0.0763689276882609,0.740434803352549,2.95770761534073,-1.32903562645862,3.58555253238012,4.28674324179936,-1.58929351728243,1.31321091185956,-7.07118909371646
"A","IV","TLCA","Run 2","3",-0.466050665198166,0.0475628643690843,0.744774332743898,2.95770761534073,-1.32903562645862,3.58555253238012,4.28674324179936,-1.46862597344963,1.45088941090645,-7.07118909371646
"A","IV","TUDCA","Run 2","1",1.52510260067967,0.528613420694221,0.744442226817778,2.95770761534073,-1.32903562645862,1.31770297077962,4.28674324179936,-1.03722807851271,1.88098545061298,-7.07118909371646
"A","IV","TUDCA","Run 2","2",1.80359224853715,0.461868651625551,0.750646884006535,2.95770761534073,-1.32903562645862,1.31770297077962,4.28674324179936,-1.09998219320373,1.84255359210188,-7.07118909371646
"A","IV","TUDCA","Run 2","3",0.884459836397071,0.585800443682896,0.733335404876769,2.95770761534073,-1.32903562645862,1.31770297077962,4.28674324179936,-0.94920910341152,1.92546568370541,-7.07118909371646
"A","IX","GCA","Run 2","1",-2.31023801788091,0.772227027539578,0.779961998093202,2.95770761534073,1.29576738543284,-0.764371577666727,1.6619402299079,-0.825050297166189,2.23240073535916,-7.30135201123738
"A","IX","GCA","Run 2","2",-1.33304083333134,0.705482258470908,0.788693216182433,2.95770761534073,1.29576738543284,-0.764371577666727,1.6619402299079,-0.910578221771366,2.18109918566377,-7.30135201123738
"A","IX","GCA","Run 2","3",-2.92071048732397,0.829414050528253,0.780275426779297,2.95770761534073,1.29576738543284,-0.764371577666727,1.6619402299079,-0.78508914575362,2.27359052722122,-7.30135201123738
"A","IX","GCDCA","Run 2","1",4.26209484537018,3.52326472957615,0.752090135224779,2.95770761534073,1.29576738543284,3.68511066510147,1.6619402299079,2.06433827473171,5.01253160481284,-7.30135201123738
"A","IX","GCDCA","Run 2","2",10.6520681578764,3.45651996050748,0.749807709642079,2.95770761534073,1.29576738543284,3.68511066510147,1.6619402299079,1.98932361904101,4.92856984083796,-7.30135201123738
"A","IX","GCDCA","Run 2","3",3.88452278258006,3.58045175256483,0.756798769307645,2.95770761534073,1.29576738543284,3.68511066510147,1.6619402299079,2.08421294836639,5.05086412405235,-7.30135201123738
"A","IX","GDCA","Run 2","1",4.18870122701536,2.83131123560092,0.766683066462435,2.95770761534073,1.29576738543284,2.07872402937046,1.6619402299079,1.30214974440421,4.30754736493695,-7.30135201123738
"A","IX","GDCA","Run 2","2",10.1788741343957,2.76456646653225,0.785774177131123,2.95770761534073,1.29576738543284,2.07872402937046,1.6619402299079,1.22882660135469,4.3090613757087,-7.30135201123738
"A","IX","GDCA","Run 2","3",0.0544477840223762,2.88849825858959,0.774773074171024,2.95770761534073,1.29576738543284,2.07872402937046,1.6619402299079,1.37671978859388,4.4138302393443,-7.30135201123738
"A","IX","GLCA","Run 2","1",-0.45792331213202,2.28594543162213,0.766020238474722,2.95770761534073,1.29576738543284,4.55983740303283,1.6619402299079,0.770856416323881,3.77365575114479,-7.30135201123738
"A","IX","GLCA","Run 2","2",8.9351650496037,2.21920066255346,0.759225517441557,2.95770761534073,1.29576738543284,4.55983740303283,1.6619402299079,0.720498141856486,3.69666217022739,-7.30135201123738
"A","IX","GLCA","Run 2","3",0.228268987673117,2.34313245461081,0.753254220628061,2.95770761534073,1.29576738543284,4.55983740303283,1.6619402299079,0.83028797399892,3.78304451886092,-7.30135201123738
"A","IX","GUDCA","Run 2","1",2.61593610431729,1.06824478272423,0.743260330727895,2.95770761534073,1.29576738543284,-0.581814970320295,1.6619402299079,-0.365977360798671,2.54760313565468,-7.30135201123738
"A","IX","GUDCA","Run 2","2",3.69779499688553,1.00150001365556,0.732710994873663,2.95770761534073,1.29576738543284,-0.581814970320295,1.6619402299079,-0.406124041229069,2.46610305867569,-7.30135201123738
"A","IX","GUDCA","Run 2","3",-1.99517008239581,1.1254318057129,0.734794866546475,2.95770761534073,1.29576738543284,-0.581814970320295,1.6619402299079,-0.283229085299283,2.5971667915629,-7.30135201123738
"A","IX","TCA","Run 2","1",3.64210640782476,2.60669520446943,0.808323236904154,2.95770761534073,1.29576738543284,2.14917259677958,1.6619402299079,0.965906739445653,4.13453382810994,-7.30135201123738
"A","IX","TCA","Run 2","2",2.31378477838747,2.53995043540076,0.807587533366624,2.95770761534073,1.29576738543284,2.14917259677958,1.6619402299079,0.88815250329289,4.05389563409006,-7.30135201123738
"A","IX","TCA","Run 2","3",-1.97937709362589,2.6638822274581,0.79800095781354,2.95770761534073,1.29576738543284,2.14917259677958,1.6619402299079,1.02900823929742,4.1571719939265,-7.30135201123738
"A","IX","TCDCA","Run 2","1",-1.04372137742932,2.29793598389299,0.745026089279856,2.95770761534073,1.29576738543284,1.65818001038166,1.6619402299079,0.833771928412776,3.75427419838981,-7.30135201123738
"A","IX","TCDCA","Run 2","2",4.44918265499446,2.23119121482432,0.727011634265962,2.95770761534073,1.29576738543284,1.65818001038166,1.6619402299079,0.778795063599333,3.6286806699219,-7.30135201123738
"A","IX","TCDCA","Run 2","3",-0.120294233717712,2.35512300688166,0.743353421851184,2.95770761534073,1.29576738543284,1.65818001038166,1.6619402299079,0.893241037314117,3.80718645097076,-7.30135201123738
"A","IX","TDCA","Run 2","1",-1.0499734913373,2.13198978473538,0.753437239070202,2.95770761534073,1.29576738543284,1.2590761884545,1.6619402299079,0.69494388116068,3.64841785831587,-7.30135201123738
"A","IX","TDCA","Run 2","2",7.28889466644726,2.06524501566671,0.754101230711496,2.95770761534073,1.29576738543284,1.2590761884545,1.6619402299079,0.596468139963643,3.55254496435271,-7.30135201123738
"A","IX","TDCA","Run 2","3",-2.72865596059029,2.18917680772406,0.754697741342776,2.95770761534073,1.29576738543284,1.2590761884545,1.6619402299079,0.720016831673671,3.67843197773735,-7.30135201123738
"A","IX","TLCA","Run 2","1",0.295718215564514,2.29633369367653,0.760407670302689,2.95770761534073,1.29576738543284,3.58555253238012,1.6619402299079,0.78140244561204,3.76220051319858,-7.30135201123738
"A","IX","TLCA","Run 2","2",7.09048390121796,2.22958892460786,0.769099070654359,2.95770761534073,1.29576738543284,3.58555253238012,1.6619402299079,0.706415708892545,3.72128406585763,-7.30135201123738
"A","IX","TLCA","Run 2","3",1.13195113059415,2.35352071666521,0.753286165772642,2.95770761534073,1.29576738543284,3.58555253238012,1.6619402299079,0.852360814639676,3.80524258446843,-7.30135201123738
"A","IX","TUDCA","Run 2","1",0.842760258188803,2.83457127299035,0.759238228105011,2.95770761534073,1.29576738543284,1.31770297077962,1.6619402299079,1.34562195672963,4.32183581090128,-7.30135201123738
"A","IX","TUDCA","Run 2","2",8.60268975636771,2.76782650392168,0.756471186950295,2.95770761534073,1.29576738543284,1.31770297077962,1.6619402299079,1.25825607597474,4.2236231288199,-7.30135201123738
"A","IX","TUDCA","Run 2","3",-0.798694583917912,2.89175829597902,0.767668597090449,2.95770761534073,1.29576738543284,1.31770297077962,1.6619402299079,1.36400020382992,4.37326110442448,-7.30135201123738
"A","NI","GCA","Run 2","1",1.95762022897264,6.34785105932781,0.643659246838533,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.08867547205597,7.61181971966302,0
"A","NI","GCA","Run 2","2",2.21186351554077,6.28110629025914,0.652391088038825,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.03424588129363,7.59161894640582,0
"A","NI","GCA","Run 2","3",1.9155579735392,6.40503808231649,0.651109792400711,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.14709833416066,7.69944872037145,0
"A","NI","GCA","Run 3","1",2.53720077667881,8.49855693187927,0.654810217441344,2.95770761534073,0,-0.764371577666727,2.95770761534073,7.24398875795424,9.81084481032431,0
"A","NI","GCA","Run 3","2",2.18390817478285,8.43118660366355,0.645240232311607,2.95770761534073,0,-0.764371577666727,2.95770761534073,7.1651202330094,9.6944619436709,0
"A","NI","GCA","Run 3","3",2.31313849391868,8.5183727454051,0.65622577892717,2.95770761534073,0,-0.764371577666727,2.95770761534073,7.26403509135707,9.83644014475158,0
"A","NI","GCA","Run 4","1",1.33666925116561,6.36282010961333,0.647675910222891,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.09397109078291,7.63286065885664,0
"A","NI","GCA","Run 4","2",1.69533714414172,6.35852907806314,0.647453835069377,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.11331519281018,7.65133422628214,0
"A","NI","GCA","Run 4","3",1.74799953822161,6.37868269884362,0.648122487792651,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.09266679393496,7.63330694608215,0
"A","NI","GCA","Run 5","1",2.33842571132537,4.53478677176586,0.644533922926442,2.95770761534073,0,-0.764371577666727,2.95770761534073,3.29744787777085,5.8240208556425,0
"A","NI","GCA","Run 5","2",1.78174964752838,4.41446022316393,0.662021182071565,2.95770761534073,0,-0.764371577666727,2.95770761534073,3.14126253400884,5.73638556772938,0
"A","NI","GCA","Run 5","3",1.48585876444862,4.46476593415322,0.64999266061494,2.95770761534073,0,-0.764371577666727,2.95770761534073,3.20571218915353,5.75368341876409,0
"A","NI","GCA","Run 6","1",1.59184276049331,6.48149633819814,0.667242232835368,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.16958126713443,7.78517081984907,0
"A","NI","GCA","Run 6","2",1.33343925426027,6.50983674366033,0.670770466696338,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.21479483189482,7.84421506134447,0
"A","NI","GCA","Run 6","3",0.993184262180434,6.51889433175489,0.660880055002546,2.95770761534073,0,-0.764371577666727,2.95770761534073,5.22613364630966,7.81678346191964,0
"A","NI","GCDCA","Run 2","1",14.0480877020963,9.09888876136439,0.625342688940535,2.95770761534073,0,3.68511066510147,2.95770761534073,7.85897746415847,10.3103208048054,0
"A","NI","GCDCA","Run 2","2",14.3884030290867,9.03214399229572,0.630345701118727,2.95770761534073,0,3.68511066510147,2.95770761534073,7.81063402553298,10.2815891739184,0
"A","NI","GCDCA","Run 2","3",14.6793659041849,9.15607578435306,0.633207697962721,2.95770761534073,0,3.68511066510147,2.95770761534073,7.90603026531109,10.388204441325,0
"A","NI","GCDCA","Run 3","1",11.2140051449487,11.2495946339158,0.620691612478175,2.95770761534073,0,3.68511066510147,2.95770761534073,10.0203929417542,12.4535040626686,0
"A","NI","GCDCA","Run 3","2",11.7720360510098,11.1822243057001,0.63278418154571,2.95770761534073,0,3.68511066510147,2.95770761534073,9.96868802893331,12.4492020205925,0
"A","NI","GCDCA","Run 3","3",11.3788622504927,11.2694104474417,0.639550508536464,2.95770761534073,0,3.68511066510147,2.95770761534073,10.0522459168408,12.5592839103037,0
"A","NI","GCDCA","Run 4","1",8.00482054418754,9.11385781164991,0.63014056915029,2.95770761534073,0,3.68511066510147,2.95770761534073,7.89707326493531,10.3672242960044,0
"A","NI","GCDCA","Run 4","2",7.96466388074518,9.10956678009972,0.626370786433341,2.95770761534073,0,3.68511066510147,2.95770761534073,7.90138434836685,10.3567578311855,0
"A","NI","GCDCA","Run 4","3",8.11932963808599,9.12972040088019,0.623470861737829,2.95770761534073,0,3.68511066510147,2.95770761534073,7.92834285370859,10.3723486317209,0
"A","NI","GCDCA","Run 5","1",6.17558774925372,7.28582447380243,0.634024247624497,2.95770761534073,0,3.68511066510147,2.95770761534073,6.05026614840507,8.5356411990931,0
