Run,BSH_Enzyme,BSH_IP_Conc,Inhibitor,Inhibitor_IP_Conc,Replicate,Sample_ID,TUDCA_Conc,TCA_Conc,TLCA_Conc,GUDCA_Conc,GCDCA_Conc,GDCA_Conc,GCA_Conc,GLCA_Conc,TUDCA,TCDCA,TDCA,TCA,TLCA,GUDCA,GCDCA,GDCA,GCA,GLCA,inhibitor_compound_canonicalized,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Mass_Exact,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Inhibitor_Weight_Monoisotopic,Protein_Organism,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y
Run 3,A,7854.241,III,27440.0,CV (%),A-III-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,35.8965228853718,24.5283412678119,23.0715070970375,41.1907240948967,37.562329288053,72.7553805378491,33.2961197853447,26.4820071719887,14.6620272166591,63.2963323681944,1.0,378.0,2.0,2.0,0.0,274.193280068,274.4,40.5,274.193280068,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,IV,46450.0,Average,A-IV-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.06282,0.0119133333333333,0.00618,0.0289466666666667,0.00915,0.00065,0.0007866666666666,0.0046766666666666,2.40774666666667,0.0006466666666666,1.0,616.0,10.0,3.0,6.0,464.07008596,464.5,148.0,464.07008596,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,IV,46450.0,SD,A-IV-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0110162107822972,0.0110254720231532,0.0024693116449731,0.0037731463440122,0.0041791984877485,0.000525642464038,0.0010595439270428,0.003585154575933,0.222884589492709,0.0006379132647416,1.0,616.0,10.0,3.0,6.0,464.07008596,464.5,148.0,464.07008596,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,IV,46450.0,CV (%),A-IV-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,17.5361521526539,92.5473309162275,39.9564991095979,13.0348215477163,45.6743004125528,80.8680713904703,134.687787335953,76.660468480392,9.25697842627583,98.6463811456139,1.0,616.0,10.0,3.0,6.0,464.07008596,464.5,148.0,464.07008596,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,V,31940.0,Average,A-V-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0180933333333333,0.0254066666666667,0.0041933333333333,0.0302933333333333,0.0047833333333333,0.0065833333333333,0.0005366666666666,0.00299,0.57031,0.00183,1.0,541.0,3.0,2.0,0.0,319.132076794,319.4,59.6,319.132076794,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,V,31940.0,SD,A-V-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0076538182192506,0.0200985679423518,0.0018393024039927,0.0176413274254897,0.0009317903913076,0.001765002360716,0.0003423935357645,0.0009559811713627,0.100407532087986,0.001878004259846,1.0,541.0,3.0,2.0,0.0,319.132076794,319.4,59.6,319.132076794,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,V,31940.0,CV (%),A-V-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,42.3018693031541,79.1074571333709,43.8625374561058,58.235015709143,19.4799384942374,26.8101624412569,63.8000377200978,31.9726144268462,17.6057814325518,102.623183598146,1.0,541.0,3.0,2.0,0.0,319.132076794,319.4,59.6,319.132076794,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,VII,40440.0,Average,A-VII-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.268753333333333,0.0553266666666667,0.0685833333333333,0.0398666666666667,0.0193466666666667,0.0091766666666666,0.01059,0.0453033333333333,0.482516666666667,0.0058066666666666,1.0,767.0,6.0,1.0,4.0,404.13722174,404.4,84.9,404.13722174,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,VII,40440.0,SD,A-VII-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.400427968845001,0.0392883142083411,0.100496998130956,0.0084255583395602,0.0191219254609292,0.0022426844034177,0.0143063307664824,0.0623334792333408,0.082387967770381,0.0043407526229138,1.0,767.0,6.0,1.0,4.0,404.13722174,404.4,84.9,404.13722174,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,VII,40440.0,CV (%),A-VII-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,148.994605528614,71.0115330913503,146.532682572475,21.1343436611043,98.8383466278213,24.4389873238406,135.092830656113,137.59137495403,17.0746366834405,74.7546375932347,1.0,767.0,6.0,1.0,4.0,404.13722174,404.4,84.9,404.13722174,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 3,A,7854.241,VIII,39222.0,Average,A-VIII-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.008807,0.004835,0.007094,0.0073866666666666,0.001167,0.193174,0.007906,0.0042016666666666,2.01505233333333,0.0004133333333333,1.0,548.0,11.0,1.0,3.0,392.05711637,392.22,32.3,392.05711637,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 3,A,7854.241,VIII,39222.0,SD,A-VIII-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0011213219876556,0.0014785428637682,0.0010264253504273,0.0009443735136763,0.0003287202458018,0.0576705386050798,0.0012881300400192,0.0008505082794031,0.72269420355385,0.0001675271122336,1.0,548.0,11.0,1.0,3.0,392.05711637,392.22,32.3,392.05711637,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 3,A,7854.241,VIII,39222.0,CV (%),A-VIII-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,12.732167453794,30.5799971823835,14.4689223347532,12.7848399865926,28.1679730764187,29.8541929064366,16.2930690617158,20.2421645236771,35.8647858221309,40.5307529597449,1.0,548.0,11.0,1.0,3.0,392.05711637,392.22,32.3,392.05711637,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,IX,36940.0,Average,A-IX-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,2.78991,0.234883333333333,0.507106666666667,0.07536,0.111263333333333,0.0136833333333333,0.08212,0.459006666666667,0.319713333333333,0.0956266666666667,1.0,503.0,6.0,0.0,5.0,369.12123733,369.4,90.6,369.12123733,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,IX,36940.0,SD,A-IX-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,4.78514881875162,0.382107271892767,0.871773099454975,0.0986358438905452,0.172790202943724,0.0073492335201253,0.137915744206381,0.737496114046259,0.148123008791117,0.163058349167816,1.0,503.0,6.0,0.0,5.0,369.12123733,369.4,90.6,369.12123733,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,IX,36940.0,CV (%),A-IX-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,171.516243131557,162.679602026297,171.911188859998,130.886204737985,155.298423808734,53.7093801714396,167.944160017512,160.672200994813,46.3299441555301,170.515563128642,1.0,503.0,6.0,0.0,5.0,369.12123733,369.4,90.6,369.12123733,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,X,40250.0,Average,A-X-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.03329,0.0176066666666667,0.0099933333333333,0.0277233333333333,0.01007,0.0111766666666667,0.0007066666666666,0.0009033333333333,0.251293333333333,0.0018166666666666,1.0,612.0,5.0,3.0,6.0,402.21547206,402.5,96.9,402.21547206,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,X,40250.0,SD,A-X-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0058728783403029,0.0097817806831544,0.0065902529035943,0.0082302025086466,0.0039937325899464,0.0018937352859714,0.0002983845393671,0.0004026578365477,0.0558584750358738,0.0007251436639269,1.0,612.0,5.0,3.0,6.0,402.21547206,402.5,96.9,402.21547206,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,X,40250.0,CV (%),A-X-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,17.6415690606879,55.5572549213617,65.9464933648531,29.6869153852831,39.659707943857,16.9436500385157,42.2242272689332,44.574668252521,22.2283951169446,39.9161649868019,1.0,612.0,5.0,3.0,6.0,402.21547206,402.5,96.9,402.21547206,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XI,37740.0,Average,A-XI-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.096958,0.0502033333333333,0.172803666666667,0.068279,0.0127376666666667,0.0676086666666667,0.0442933333333333,0.0637876666666667,2.84545966666667,0.007837,1.0,573.0,4.0,1.0,5.0,377.16270821,377.4,64.6,377.16270821,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XI,37740.0,SD,A-XI-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0638395099683574,0.0107889503814474,0.0167739179780197,0.0279646945093273,0.0022931193456367,0.093975803318372,0.0057916389160006,0.0090114795862462,0.259824210493043,0.0026361056503865,1.0,573.0,4.0,1.0,5.0,377.16270821,377.4,64.6,377.16270821,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XI,37740.0,CV (%),A-XI-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,65.8424368988195,21.4905060383389,9.70692248699565,40.9565086034173,18.0026641114545,138.999640063461,13.0756447531622,14.1273071381295,9.13118585150833,33.6366677349314,1.0,573.0,4.0,1.0,5.0,377.16270821,377.4,64.6,377.16270821,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XII,32540.0,Average,A-XII-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.06844,0.04562,0.160149666666667,0.0423793333333333,0.0140293333333333,0.0523686666666667,0.0467626666666667,0.0738386666666667,2.86154133333333,0.007905,1.0,549.0,2.0,1.0,2.0,325.17902698,325.4,56.4,325.17902698,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XII,32540.0,SD,A-XII-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0143642049205656,0.0022262171951541,0.0054323933338201,0.0044922841999737,0.0047166387749469,0.064926862740574,0.0145563398673339,0.0048943642419964,0.118466586412935,0.0033584366898901,1.0,549.0,2.0,1.0,2.0,325.17902698,325.4,56.4,325.17902698,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XII,32540.0,CV (%),A-XII-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,20.9880258921181,4.87991493896131,3.3920728321758,10.6001766583721,33.619835404013,123.980362444287,31.1281218650217,6.62845696292335,4.13995719834445,42.484967614043,1.0,549.0,2.0,1.0,2.0,325.17902698,325.4,56.4,325.17902698,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XIII,47950.0,Average,A-XIII-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0978913333333333,0.0881776666666667,0.176388666666667,0.0412253333333333,0.026443,0.125611666666667,0.0537446666666667,0.068794,3.63939933333333,0.0121736666666667,1.0,947.0,6.0,0.0,5.0,479.14025869,479.5,102.0,479.14025869,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XIII,47950.0,SD,A-XIII-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0249065106816136,0.0584468716214421,0.0107582659538298,0.0026034304932786,0.0116610162078611,0.122849841051315,0.003120591343533,0.006116092952204,0.394194497052322,0.004092562074463,1.0,947.0,6.0,0.0,5.0,479.14025869,479.5,102.0,479.14025869,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 4,A,7854.241,XIII,47950.0,CV (%),A-XIII-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,25.4430191453247,66.283078052389,6.09918208303053,6.31512296632821,44.0986885295205,97.8012984871214,5.80632746852346,8.89044531820224,10.8313065137394,33.6181545505028,1.0,947.0,6.0,0.0,5.0,479.14025869,479.5,102.0,479.14025869,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XIV,35940.0,Average,A-XIV-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,1.09623633333333,0.386174666666667,0.432939333333333,0.318934,0.0773383333333333,2.87974833333333,0.203367333333333,0.198525666666667,1.64335,0.0229563333333333,1.0,621.0,2.0,2.0,2.0,359.16337692,359.4,65.2,359.16337692,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XIV,35940.0,SD,A-XIV-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.910579578134901,0.1797520439448,0.117570028703464,0.211888336198574,0.0121431904511678,0.914763462709532,0.068183637291753,0.0455188779555618,0.208778325448309,0.0102050531764089,1.0,621.0,2.0,2.0,2.0,359.16337692,359.4,65.2,359.16337692,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XIV,35940.0,CV (%),A-XIV-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,83.0641669544101,46.5468243933142,27.1562363710999,66.4364213908125,15.7013862696392,31.7653960285719,33.5273301636873,22.9284599416507,12.7044345664836,44.4541949632298,1.0,621.0,2.0,2.0,2.0,359.16337692,359.4,65.2,359.16337692,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,XV,29430.0,Average,A-XV-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,1.2233,0.105326666666667,0.29307,0.07036,0.03785,0.0158366666666667,0.0457433333333333,0.260556666666667,0.359883333333333,0.0286233333333333,1.0,422.0,3.0,1.0,4.0,294.125594432,294.3,46.5,294.125594432,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,XV,29430.0,SD,A-XV-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,2.06502133279538,0.159592265581178,0.492067770027666,0.0408565894318163,0.0596177557444089,0.0152523451748685,0.0725619613387988,0.447704085343582,0.0642420456814175,0.0458625275506413,1.0,422.0,3.0,1.0,4.0,294.125594432,294.3,46.5,294.125594432,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 2,A,7854.241,XV,29430.0,CV (%),A-XV-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,168.807433401077,151.521234490643,167.901105547366,58.0679213073,157.510583208478,96.3103252464858,158.628495238939,171.82599511696,17.850797670009,160.227765985704,1.0,422.0,3.0,1.0,4.0,294.125594432,294.3,46.5,294.125594432,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVI,34640.0,Average,A-XVI-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,1.33074233333333,0.51421,0.471961,0.343348,0.0703333333333333,0.880879333333333,0.19645,0.171174,1.83324133333333,0.0374263333333333,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVI,34640.0,SD,A-XVI-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.633773067149696,0.176576275292011,0.129534841988555,0.140598310932244,0.0302040630103523,0.850864243378656,0.0476326546394383,0.0306968668922416,0.291820671691252,0.005534234033119,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVI,34640.0,CV (%),A-XVI-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,47.6255283441822,34.3393312638827,27.4460902465574,40.9492150623402,42.9441654175625,96.592599142825,24.2467063575659,17.933136394687,15.9182899918934,14.7870056727948,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVII,34640.0,Average,A-XVII-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.392923,0.261625666666667,0.275705666666667,0.087186,0.0780676666666667,1.41593333333333,0.108341,0.118268,2.32308233333333,0.031779,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVII,34640.0,SD,A-XVII-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0516892487563903,0.0350258297879341,0.0147137684613199,0.0101086328947094,0.0034056339106447,2.00967582375724,0.0146448192887451,0.0292018466368139,0.574378174724922,0.0066869644084591,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVII,34640.0,CV (%),A-XVII-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,13.1550580537129,13.3877651356585,5.33676679163403,11.5943303910139,4.36241283499109,141.932941081777,13.5173381164519,24.6912492278671,24.7248307338622,21.0420856806671,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVIII,33040.0,Average,A-XVIII-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.355103333333333,0.224895,0.248282333333333,0.125732333333333,0.0490133333333333,6.11804266666667,0.0682186666666667,0.106803666666667,8.94645433333333,0.022813,1.0,542.0,4.0,2.0,1.0,330.18310931,330.4,66.8,330.18310931,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVIII,33040.0,SD,A-XVIII-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.131556931950898,0.0325357508596313,0.0512351291335675,0.0197572056813036,0.0100830116698005,0.5337443824841,0.0234841080804303,0.0115410184270424,0.334985240221615,0.0080339653347522,1.0,542.0,4.0,2.0,1.0,330.18310931,330.4,66.8,330.18310931,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 5,A,7854.241,XVIII,33040.0,CV (%),A-XVIII-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,37.04750690904,14.4670850217352,20.6358335873948,15.7137031959191,20.5719770194515,8.72410363190395,34.4247538509943,10.8058260425288,3.74433521639409,35.2166104184114,1.0,542.0,4.0,2.0,1.0,330.18310931,330.4,66.8,330.18310931,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
Run 6,A,7854.241,XIX,34640.0,Average,A-XIX-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.298067333333333,0.0697246666666667,0.0770393333333333,0.0641346666666667,0.0239426666666667,0.51219,0.0492543333333333,0.0737346666666667,3.50809266666667,0.0106826666666667,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39271.203,0.097,25.531,7.008,-0.075,0.078,0.011,0.039,0.045,0.047,0.092,0.017,0.064,0.042,0.081,0.011,0.045,0.05,0.064,0.042,0.061,0.075,0.086,0.014,0.036
