Run,BSH_Enzyme,BSH_IP_Conc,Inhibitor,Inhibitor_IP_Conc,Replicate,Sample_ID,TUDCA_Conc,TCA_Conc,TLCA_Conc,GUDCA_Conc,GCDCA_Conc,GDCA_Conc,GCA_Conc,GLCA_Conc,TUDCA,TCDCA,TDCA,TCA,TLCA,GUDCA,GCDCA,GDCA,GCA,GLCA,inhibitor_compound_canonicalized,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Mass_Exact,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Inhibitor_Weight_Monoisotopic,Protein_Organism,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y
Run 6,B,7915.466,XIX,34640.0,Average,B-XIX-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.178922666666667,0.0563486666666667,0.0365473333333333,0.060168,0.0190636666666667,0.706763666666667,0.1857,8.17072633333333,11.9462016666667,0.01315,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044
Run 6,B,7915.466,XIX,34640.0,SD,B-XIX-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0451092107815392,0.0165077932302696,0.0174583471821743,0.0091048513991168,0.0019895035394121,0.429114335702425,0.0100612732295669,1.1451485639031,0.834757378279661,0.0016940416169622,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044
Run 6,B,7915.466,XIX,34640.0,CV (%),B-XIX-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,25.2115685630696,29.2958009599806,47.7691409738266,15.1323816632044,10.4361011666806,60.7153927035145,5.41802543326166,14.0152602986022,6.98763842744151,12.8824457563668,1.0,572.0,5.0,3.0,1.0,346.17802393,346.4,87.0,346.17802393,Bacteroides,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044
Run 6,B,7915.466,XX,37450.0,Average,B-XX-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.174018666666667,0.0567573333333333,0.0668473333333333,0.0514863333333333,0.0315793333333333,2.55169466666667,0.175850333333333,5.73537366666667,11.9007153333333,0.045594,1.0,602.0,5.0,2.0,3.0,374.20932405,374.5,76.0,374.20932405,Bacteroides,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044
Run 6,B,7915.466,XX,37450.0,SD,B-XX-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0988874332376634,0.0238988314009981,0.0043229344585979,0.025046842122977,0.0042949762901945,1.0741471403557,0.0244867015813346,0.396103301751365,0.144140947021772,0.0078746162446178,1.0,602.0,5.0,2.0,3.0,374.20932405,374.5,76.0,374.20932405,Bacteroides,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044
Run 6,B,7915.466,XX,37450.0,CV (%),B-XX-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,56.8257619322428,42.10703709535,6.46687645271004,48.6475546060321,13.6005920228247,42.0954416838156,13.9247399292209,6.90632075209801,1.21119565492034,17.2711677953632,1.0,602.0,5.0,2.0,3.0,374.20932405,374.5,76.0,374.20932405,Bacteroides,39577.328,0.105,40.783,5.288,-0.124,0.086,0.006,0.039,0.055,0.047,0.083,0.008,0.072,0.033,0.078,0.017,0.047,0.064,0.05,0.044,0.072,0.078,0.064,0.014,0.044
Run 2,F,7377.03,NI,0.0,Average,F-NI-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,17.7798166666667,0.66855,6.89254666666667,6.71405,0.0002466666666666,0.00261,0.0165366666666667,0.0076466666666666,0.0370533333333333,0.0030733333333333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,NI,0.0,SD,F-NI-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,3.49923021149414,0.573707387001423,1.51916817532929,0.375958954807569,3.51188458428e-05,0.0010987720418722,0.0019549254035214,0.0052051352848253,0.0221298493743932,0.0003150132272355,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,NI,0.0,CV (%),F-NI-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,19.6809127849695,85.8136843918066,22.0407383337164,5.59958526980837,14.2373699362875,42.0985456656015,11.8217621660234,68.0706445269219,59.7243146124322,10.2498880879235,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,NI,0.0,Average,F-NI-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0153623333333333,0.00579,0.007643,0.0092376666666666,0.0007893333333333,0.14859,0.0068986666666666,0.009717,0.004612,0.0008726666666666,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,NI,0.0,SD,F-NI-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0062050007520816,5.12152321092e-05,0.0025046684411314,0.0027953569241392,0.0002846775954186,0.128416262159432,0.0023585227014666,0.005820201285179,0.0008288588540879,0.0007681108860921,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,NI,0.0,CV (%),F-NI-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,40.3910045267535,0.884546323129663,32.7707502437718,30.2604220850063,36.0655737439143,86.4232197048469,34.188094822187,59.8971008045596,17.9717878163043,88.0188181159885,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 4,F,7377.03,NI,0.0,Average,F-NI-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.116620666666667,0.031658,0.0881406666666667,0.032699,0.0088616666666666,0.997305666666667,0.0100813333333333,0.0095283333333333,0.006108,0.007049,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 4,F,7377.03,NI,0.0,SD,F-NI-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0311295095100025,0.0090140817058644,0.0233609106486313,0.0042966425264385,0.0014156476727397,0.803821943579754,0.0022155004701722,0.0049867434597473,0.0017932793981976,0.002519450138423,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 4,F,7377.03,NI,0.0,CV (%),F-NI-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,26.6929613762018,28.4733138728424,26.5041229345115,13.1399814258495,15.9749596321952,80.5993558891928,21.9762644177909,52.3359467526401,29.3595186345385,35.7419511763805,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 5,F,7377.03,NI,0.0,Average,F-NI-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,1.456749,0.381808,0.280122333333333,0.110678333333333,0.0855406666666667,1.38527733333333,0.124263333333333,0.0832043333333333,0.05247,0.0357143333333333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 5,F,7377.03,NI,0.0,SD,F-NI-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.139419439720578,0.033501736731101,0.0411668863206016,0.0117820910424819,0.0317895103034528,1.40266162137072,0.0489620703231934,0.0377361445345617,0.0101072082693492,0.025410448369388,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 5,F,7377.03,NI,0.0,CV (%),F-NI-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,9.57058763867887,8.77449836857819,14.6960386309559,10.6453455591868,37.1630378184093,101.254931963375,39.4018645804825,45.3535807845285,19.2628326078696,71.149160568739,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 6,F,7377.03,NI,0.0,Average,F-NI-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.821649,0.040547,0.0487286666666667,0.0704583333333333,0.0148783333333333,1.968544,0.0139146666666667,0.009855,0.0239993333333333,0.0071596666666666,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 6,F,7377.03,NI,0.0,SD,F-NI-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0464556473639104,0.0063589646169797,0.0106083462581749,0.0134729821989541,0.0035798064659047,0.565571024179103,0.0082529037516096,0.0046849839914347,0.0055783984559489,0.0025891620909733,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 6,F,7377.03,NI,0.0,CV (%),F-NI-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,5.65395288790109,15.6829472389566,21.7702370777808,19.12191441602,24.0605341048823,28.7304233067233,59.310826118314,47.5391577010123,23.2439725656918,36.1631652913076,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,R,37640.0,Average,F-R-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,30.8139666666667,5.66547333333333,10.62406,3.22585666666667,1.54322333333333,0.130813333333333,1.34181,6.24351666666667,2.7822,0.0775066666666667,1.0,680.0,7.0,5.0,5.0,376.13828437,376.4,155.0,376.13828437,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,R,37640.0,SD,F-R-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,2.65926403482868,0.348670459651134,0.728677747155764,0.20293245928962,0.215594541288348,0.0277943273588935,0.221696147688678,0.889570249858511,0.377962905455019,0.0671750075052719,1.0,680.0,7.0,5.0,5.0,376.13828437,376.4,155.0,376.13828437,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,R,37640.0,CV (%),F-R-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,8.63006072407213,6.15430413553797,6.85875030031611,6.29080831106217,13.9704044535581,21.2473198646113,16.5221713721524,14.2479038233022,13.585037217131,86.6699735574641,1.0,680.0,7.0,5.0,5.0,376.13828437,376.4,155.0,376.13828437,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,CAPE,28431.0,Average,F-CAPE-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,3.85165333333333,0.122416666666667,1.45956666666667,1.52572333333333,0.0042433333333333,0.0023,0.0088666666666666,0.0080366666666666,0.0109333333333333,0.00353,1.0,347.0,4.0,2.0,6.0,284.10485899,284.31,66.8,284.10485899,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,CAPE,28431.0,SD,F-CAPE-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,2.20491950307337,0.0235939406062941,0.835570746875053,0.469773737275013,0.0057570507495881,0.000704911341943,0.001433050359664,0.0055777265380559,0.0036341482266596,0.0019359493795035,1.0,347.0,4.0,2.0,6.0,284.10485899,284.31,66.8,284.10485899,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,CAPE,28431.0,CV (%),F-CAPE-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,57.246052857129,19.2734708832899,57.2478644489267,30.790230903048,135.672837775054,30.6483192149167,16.1622221014745,69.4034824312227,33.2391606096918,54.8427586261615,1.0,347.0,4.0,2.0,6.0,284.10485899,284.31,66.8,284.10485899,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,CAC,33240.0,Average,F-CAC-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,4.98305,0.10226,2.32517333333333,1.95870333333333,0.0014733333333333,0.0022866666666666,0.0081866666666666,0.0034266666666666,0.0117566666666667,0.0018566666666666,1.0,500.0,4.0,3.0,2.0,332.19875937,332.4,77.8,332.19875937,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,CAC,33240.0,SD,F-CAC-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,1.55052396798631,0.0271363280493143,0.43356528474191,0.293002468305872,0.0021376934610306,0.0005947548514584,0.0021167270332599,0.0021984615833198,0.0010703893372662,0.0009094137305612,1.0,500.0,4.0,3.0,2.0,332.19875937,332.4,77.8,332.19875937,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,CAC,33240.0,CV (%),F-CAC-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,31.115962472508,26.53660086966,18.646579096981,14.9590018722866,145.092316359549,26.0096873815637,25.8557862368883,64.157439201942,9.10453079614063,48.980990874035,1.0,500.0,4.0,3.0,2.0,332.19875937,332.4,77.8,332.19875937,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,I,31940.0,Average,F-I-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0220933333333333,0.0075946666666666,0.0072733333333333,0.0124686666666667,0.0017066666666666,0.0806656666666667,0.0095803333333333,0.0078793333333333,0.0053683333333333,0.0018243333333333,1.0,465.0,5.0,1.0,6.0,319.08782920,319.4,80.9,319.08782920,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,I,31940.0,SD,F-I-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.001800099534285,0.0006602797386966,0.0014578889989753,0.0013335971405688,0.000935989494243,0.0157280839371277,0.0047126145963078,0.001413294850105,0.0022380262137279,0.0010177943472693,1.0,465.0,5.0,1.0,6.0,319.08782920,319.4,80.9,319.08782920,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,I,31940.0,CV (%),F-I-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,8.14770459091011,8.69399234590058,20.0443033772963,10.6955873969589,54.8431344283028,19.4978664245355,49.190507598634,17.9367313237796,41.6894047884742,55.7899331592893,1.0,465.0,5.0,1.0,6.0,319.08782920,319.4,80.9,319.08782920,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,II,48660.0,Average,F-II-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0199023333333333,0.0065683333333333,0.0127406666666667,0.011196,0.000994,0.703188,0.0031046666666666,0.006662,0.00782,0.0015603333333333,1.0,996.0,6.0,2.0,4.0,486.15864315,486.6,149.0,486.15864315,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,II,48660.0,SD,F-II-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0061149183423275,0.0017195084568949,0.008905690390606,0.0052103112191115,0.000868324248193,0.646624046707977,0.0020294497612242,0.0021433443493755,0.0003798894576057,0.0005956176066347,1.0,996.0,6.0,2.0,4.0,486.15864315,486.6,149.0,486.15864315,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,II,48660.0,CV (%),F-II-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,30.7246303230484,26.1787636167719,69.8997205060388,46.5372563336154,87.3565642045307,91.9560696012982,65.3677183130005,32.1726861209176,4.8579214527591,38.1724593015235,1.0,996.0,6.0,2.0,4.0,486.15864315,486.6,149.0,486.15864315,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,III,27440.0,Average,F-III-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0138763333333333,0.0052986666666666,0.0056756666666666,0.0095033333333333,0.0009556666666666,1.10880966666667,0.0055006666666666,0.010233,0.0033603333333333,0.0003293333333333,1.0,378.0,2.0,2.0,0.0,274.193280068,274.4,40.5,274.193280068,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,III,27440.0,SD,F-III-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,0.0025861539655119,0.0006123049349248,0.0007323075401314,0.0038901434849287,0.0005393443550583,1.3924749149713,0.0030090645279444,0.0004352321219763,0.0002235046606523,0.0001319254840178,1.0,378.0,2.0,2.0,0.0,274.193280068,274.4,40.5,274.193280068,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 3,F,7377.03,III,27440.0,CV (%),F-III-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,18.6371565411995,11.5558304276206,12.9025819016519,40.9345158007231,56.4364515233736,125.582862129746,54.7036334010012,4.25322116658173,6.65126457650159,40.0583453495375,1.0,378.0,2.0,2.0,0.0,274.193280068,274.4,40.5,274.193280068,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,IV,46450.0,Average,F-IV-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,8.92612,0.317,4.22788666666667,3.88249,0.0127566666666667,89.6781233333333,0.0248666666666667,0.0183033333333333,0.0235633333333333,0.0191866666666667,1.0,616.0,10.0,3.0,6.0,464.07008596,464.5,148.0,464.07008596,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,IV,46450.0,SD,F-IV-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,6.14294715083078,0.321890053123734,2.36508238867768,0.735913793049159,0.0041255343088299,78.0301965598987,0.0121812820890633,0.0196343610370527,0.0121723635064573,0.0153340938217207,1.0,616.0,10.0,3.0,6.0,464.07008596,464.5,148.0,464.07008596,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,IV,46450.0,CV (%),F-IV-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,68.8199032819498,101.542603509064,55.9400611971074,18.9546861176502,32.3402219140056,87.0114066391206,48.9863890981097,107.272050830738,51.6580711831546,79.9205723856185,1.0,616.0,10.0,3.0,6.0,464.07008596,464.5,148.0,464.07008596,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,V,31940.0,Average,F-V-1,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,4.35928666666667,0.07661,1.10989,0.49318,0.00428,0.0272533333333333,0.0079533333333333,0.0055666666666666,0.0081633333333333,0.0048166666666666,1.0,541.0,3.0,2.0,0.0,319.132076794,319.4,59.6,319.132076794,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,V,31940.0,SD,F-V-2,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,1.4983116362871,0.0100182184044869,0.304735012264754,0.0497656146350068,0.002285410247636,0.0222953231269101,0.0014497011186218,0.0018393024039927,0.0079394290306881,0.0013895442898063,1.0,541.0,3.0,2.0,0.0,319.132076794,319.4,59.6,319.132076794,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
Run 2,F,7377.03,V,31940.0,CV (%),F-V-3,49970.0,16338.0,48370.0,44960.0,44960.0,44960.0,46460.0,43360.0,34.3705691058116,13.0769069370668,27.4563256056685,10.0907609057559,53.3974356924318,81.8076924911086,18.2275916004419,33.041360550767,97.2571951493033,28.8486703766016,1.0,541.0,3.0,2.0,0.0,319.132076794,319.4,59.6,319.132076794,Bacillota,36885.149,0.123,46.115,4.795,-0.243,0.062,0.025,0.052,0.068,0.049,0.062,0.025,0.068,0.034,0.068,0.034,0.074,0.043,0.046,0.034,0.071,0.043,0.071,0.006,0.068
